view,pair_scope,ability_gap,coverage,dimension,cohort,method,n,n_defined,mean_gain_vs_test_best_bi,median_gain_vs_test_best_bi,beats_both_rate,mean_gain_vs_train_selected_bi,beats_train_selected_rate,mean_increment_vs_global_bi,mean_gain_vs_test_best_raw_loss,mean_train_gap,mean_test_gap,mean_train_coverage,mean_test_events
primary,different_model_version,3.0,0.5,source,crossing,log_odds_mean,3053.0,3053.0,0.28358158950335965,0.2754848738285247,0.6927612184736325,0.3850803712459623,0.6993121519816574,,0.002375446384997361,1.2763072019546018,1.643438872796978,0.7870499138358236,458.46413363904355
primary,different_model_version,3.0,0.5,source,crossing,ec_w0_56,3053.0,3053.0,0.2746574569868312,0.2688924176212808,0.6809695381591877,0.3761562387294338,0.6917785784474287,,0.0022892930023390356,1.2763072019546018,1.643438872796978,0.7870499138358236,458.46413363904355
primary,different_model_version,3.0,0.5,source,crossing,piecewise_odds,3053.0,3053.0,0.24497409664990283,0.2505232376926614,0.6482148706190632,0.34647287839250546,0.6655748444153292,,0.002051041011856669,1.2763072019546018,1.643438872796978,0.7870499138358236,458.46413363904355
primary,different_model_version,3.0,0.5,source,crossing,cf_directional,3053.0,3053.0,0.6500500153261828,0.5196341645100304,0.9053390108090403,0.7515487970687854,0.9135276776940714,,0.0054302932281036055,1.2763072019546018,1.643438872796978,0.7870499138358236,458.46413363904355
primary,different_model_version,5.0,0.5,topic,crossing,simple_mean,2702.0,2702.0,0.09453987619844526,0.16376830606272816,0.5969652109548482,0.26430441766892515,0.61880088823094,,0.0008085783419568219,1.5804235601323438,1.9521765454021145,0.7229647065026044,379.4304219096965
primary,different_model_version,5.0,0.5,topic,crossing,log_odds_mean,2702.0,2702.0,0.2542434552186993,0.29697127903858345,0.6746854182087343,0.42400799668917916,0.695780903034789,,0.0021607922951642003,1.5804235601323438,1.9521765454021145,0.7229647065026044,379.4304219096965
primary,different_model_version,5.0,0.5,topic,crossing,ec_w0_56,2702.0,2702.0,0.2437671854981432,0.290135026277035,0.6683937823834197,0.413531726968623,0.692820133234641,,0.0020502446153828724,1.5804235601323438,1.9521765454021145,0.7229647065026044,379.4304219096965
primary,different_model_version,5.0,0.5,topic,crossing,piecewise_odds,2702.0,2702.0,0.30608789227736616,0.3458193389048247,0.6839378238341969,0.475852433747846,0.7109548482605478,,0.002598949420610011,1.5804235601323438,1.9521765454021145,0.7229647065026044,379.4304219096965
primary,different_model_version,5.0,0.5,topic,crossing,cf_directional,2702.0,2702.0,1.371959261848987,1.2162796386030017,0.96039970392302,1.541723803319467,0.9644707623982235,,0.011727924200176055,1.5804235601323438,1.9521765454021145,0.7229647065026044,379.4304219096965
primary,different_model_version,5.0,0.5,source,crossing,simple_mean,3698.0,3698.0,-0.04470002409539432,0.0126540258033962,0.5100054083288263,0.039218678346187,0.5156841535965386,,-0.0003212650850686626,1.7131486954559276,2.0792184464918013,0.787037137474329,449.37993510005407
primary,different_model_version,5.0,0.5,source,crossing,log_odds_mean,3698.0,3698.0,0.15235569279067293,0.15884493876501082,0.6070849107625743,0.23627439523225427,0.6124932395889671,,0.0012930971776753467,1.7131486954559276,2.0792184464918013,0.787037137474329,449.37993510005407
primary,different_model_version,5.0,0.5,source,crossing,ec_w0_56,3698.0,3698.0,0.1538710723090471,0.1614001054483118,0.6062736614386155,0.23778977475062843,0.6151974040021634,,0.0012936330394624606,1.7131486954559276,2.0792184464918013,0.787037137474329,449.37993510005407
primary,different_model_version,5.0,0.5,source,crossing,piecewise_odds,3698.0,3698.0,0.1374325463489774,0.1488774246519817,0.5892374256354787,0.2213512487905587,0.6035694970254192,,0.001165725679483833,1.7131486954559276,2.0792184464918013,0.787037137474329,449.37993510005407
primary,different_model_version,5.0,0.5,source,crossing,cf_directional,3698.0,3698.0,0.5874153000876983,0.4306129762659623,0.8869659275283938,0.6713340025292797,0.8937263385613845,,0.0049088457062063115,1.7131486954559276,2.0792184464918013,0.787037137474329,449.37993510005407
primary,matched_conditions,3.0,0.5,topic,crossing,simple_mean,582.0,582.0,0.19203222644144927,0.21532083151527098,0.6494845360824743,0.397835448685736,0.6769759450171822,,0.0016104567057891074,1.1346774112991602,1.4889884155327207,0.7658131143926517,483.25429553264604
primary,matched_conditions,3.0,0.5,topic,crossing,log_odds_mean,582.0,582.0,0.2661533638347816,0.2657267826631795,0.6890034364261168,0.4719565860790684,0.7147766323024055,,0.002227342282685922,1.1346774112991602,1.4889884155327207,0.7658131143926517,483.25429553264604
primary,matched_conditions,3.0,0.5,topic,crossing,ec_w0_56,582.0,582.0,0.22048560080326898,0.22419803387224485,0.6563573883161512,0.4262888230475557,0.6924398625429553,,0.0018307038993183318,1.1346774112991602,1.4889884155327207,0.7658131143926517,483.25429553264604
primary,matched_conditions,3.0,0.5,topic,crossing,piecewise_odds,582.0,582.0,0.18995525226033472,0.15901035783614142,0.6116838487972509,0.3957584745046214,0.6649484536082474,,0.0016044190398664619,1.1346774112991602,1.4889884155327207,0.7658131143926517,483.25429553264604
primary,matched_conditions,3.0,0.5,topic,crossing,cf_directional,582.0,582.0,0.9008249254738067,0.686238554411478,0.9398625429553265,1.1066281477180935,0.9501718213058419,,0.007664301880506452,1.1346774112991602,1.4889884155327207,0.7658131143926517,483.25429553264604
primary,matched_conditions,3.0,0.5,source,crossing,simple_mean,989.0,989.0,0.0944505851793946,0.1277737104365357,0.6016177957532861,0.21789172695297493,0.6117290192113246,,0.0008266625588853928,1.2160071116129045,1.5957954333909783,0.7871933230074469,480.93832153690596
primary,matched_conditions,3.0,0.5,source,crossing,log_odds_mean,989.0,989.0,0.21452314302113468,0.1960444094140427,0.6653185035389282,0.337964284794715,0.6764408493427705,,0.0017983018079995446,1.2160071116129045,1.5957954333909783,0.7871933230074469,480.93832153690596
primary,matched_conditions,3.0,0.5,source,crossing,ec_w0_56,989.0,989.0,0.1733743004515203,0.1399169525412418,0.6198179979777553,0.2968154422251006,0.6430738119312437,,0.0014419453171139642,1.2160071116129045,1.5957954333909783,0.7871933230074469,480.93832153690596
primary,matched_conditions,3.0,0.5,source,crossing,piecewise_odds,989.0,989.0,0.07714407411762028,0.0223667950600159,0.5176946410515673,0.2005852158912006,0.5581395348837209,,0.0006402930692427306,1.2160071116129045,1.5957954333909783,0.7871933230074469,480.93832153690596
primary,matched_conditions,3.0,0.5,source,crossing,cf_directional,989.0,989.0,0.48811149505403795,0.3384668486061102,0.8746208291203236,0.6115526368276182,0.890798786653185,,0.0040747778071698266,1.2160071116129045,1.5957954333909783,0.7871933230074469,480.93832153690596
primary,matched_conditions,5.0,0.5,topic,crossing,simple_mean,636.0,636.0,0.11304729954843919,0.15762922565917137,0.610062893081761,0.3024513442225883,0.6352201257861635,,0.0009524375515669661,1.3550269847836303,1.7232516777106328,0.7585681069704248,470.05974842767296
primary,matched_conditions,5.0,0.5,topic,crossing,log_odds_mean,636.0,636.0,0.21223637959073718,0.23709941279596686,0.6556603773584906,0.4016404242648863,0.6792452830188679,,0.0017851468190850641,1.3550269847836303,1.7232516777106328,0.7585681069704248,470.05974842767296
primary,matched_conditions,5.0,0.5,topic,crossing,ec_w0_56,636.0,636.0,0.169675294098473,0.19439391365235176,0.6242138364779874,0.3590793387726221,0.6572327044025157,,0.0014136525286663592,1.3550269847836303,1.7232516777106328,0.7585681069704248,470.05974842767296
primary,matched_conditions,5.0,0.5,topic,crossing,piecewise_odds,636.0,636.0,0.14889711672918798,0.1352619528300849,0.5833333333333334,0.3383011614033371,0.6320754716981132,,0.001272560207547918,1.3550269847836303,1.7232516777106328,0.7585681069704248,470.05974842767296
primary,matched_conditions,5.0,0.5,topic,crossing,cf_directional,636.0,636.0,0.9214037917971153,0.686238554411478,0.9323899371069182,1.1108078364712644,0.9418238993710691,,0.007866296668235094,1.3550269847836303,1.7232516777106328,0.7585681069704248,470.05974842767296
primary,matched_conditions,5.0,0.5,source,crossing,simple_mean,1177.0,1177.0,-0.060426454492365236,0.0224847036550315,0.5182667799490229,0.04368473512774764,0.5267629566694987,,-0.00044549611540389307,1.6223077055915007,1.9957829365873507,0.7838712171160114,469.321155480034
primary,matched_conditions,5.0,0.5,source,crossing,log_odds_mean,1177.0,1177.0,0.10089818894707964,0.1080473507337842,0.5853865760407817,0.2050093785671925,0.594732370433305,,0.0008658896493147255,1.6223077055915007,1.9957829365873507,0.7838712171160114,469.321155480034
primary,matched_conditions,5.0,0.5,source,crossing,ec_w0_56,1177.0,1177.0,0.07221086515158669,0.0648174241813492,0.5497026338147833,0.17632205477169957,0.5692438402718777,,0.000613414492426618,1.6223077055915007,1.9957829365873507,0.7838712171160114,469.321155480034
primary,matched_conditions,5.0,0.5,source,crossing,piecewise_odds,1177.0,1177.0,-0.009861696301384467,-0.0411589619008054,0.4715378079864061,0.09424949331872842,0.5055225148683092,,-6.924376136689709e-05,1.6223077055915007,1.9957829365873507,0.7838712171160114,469.321155480034
primary,matched_conditions,5.0,0.5,source,crossing,cf_directional,1177.0,1177.0,0.43970846051022694,0.2753563526074458,0.8521665250637214,0.5438196501303398,0.8657604078164826,,0.0036730724333314366,1.6223077055915007,1.9957829365873507,0.7838712171160114,469.321155480034
