model_configuration,canonical_model_version,forecast_date,history_target_count,history_date_min,history_date_max,history_resolution_date_max,history_market_adjusted_brier,history_model_adjusted_brier,history_market_bi,history_model_bi,history_bi_gap,current_target_count,method,adjusted_brier,brier_index,market_adjusted_brier,model_adjusted_brier,gain_vs_market,gain_vs_model
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-03-16,61,2024-07-21,2025-03-02,2025-03-10,0.11302746152959454,0.13705090415254537,66.38044296401355,62.97961316348175,3.4008298005318025,61,log_odds_mean,0.057815681676665495,75.95510830203939,0.0570564156722817,0.05896749370506858,-0.013307285349728843,0.019532999556738543
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-03-16,61,2024-07-21,2025-03-02,2025-03-10,0.11302746152959454,0.13705090415254537,66.38044296401355,62.97961316348175,3.4008298005318025,61,piecewise_odds,0.055652055358699326,76.40931214256368,0.0570564156722817,0.05896749370506858,0.024613539021600704,0.05622484759063579
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-03-30,67,2024-07-21,2025-03-16,2025-03-29,0.1084490045765258,0.13032789263622727,67.06840353451935,63.899045353865326,3.1693581806540223,57,anchor,0.05598701246716507,76.33842514388253,0.05598701246716507,0.05800879790576157,0.0,0.03485308283548639
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-03-30,67,2024-07-21,2025-03-16,2025-03-29,0.1084490045765258,0.13032789263622727,67.06840353451935,63.899045353865326,3.1693581806540223,57,partner,0.05800879790576157,75.91498434591301,0.05598701246716507,0.05800879790576157,-0.036111686434103306,0.0
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-03-30,67,2024-07-21,2025-03-16,2025-03-29,0.1084490045765258,0.13032789263622727,67.06840353451935,63.899045353865326,3.1693581806540223,57,ec_w0_56,0.05512141908914558,76.52204883531239,0.05598701246716507,0.05800879790576157,0.015460610235760364,0.04977484314201263
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-03-30,67,2024-07-21,2025-03-16,2025-03-29,0.1084490045765258,0.13032789263622727,67.06840353451935,63.899045353865326,3.1693581806540223,57,simple_mean,0.05686575400225279,76.15345853121404,0.05598701246716507,0.05800879790576157,-0.015695453219674447,0.019704664547017758
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-03-30,67,2024-07-21,2025-03-16,2025-03-29,0.1084490045765258,0.13032789263622727,67.06840353451935,63.899045353865326,3.1693581806540223,57,log_odds_mean,0.05676841887566684,76.17387591829782,0.05598701246716507,0.05800879790576157,-0.013956922758828042,0.021382601861700268
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-03-30,67,2024-07-21,2025-03-16,2025-03-29,0.1084490045765258,0.13032789263622727,67.06840353451935,63.899045353865326,3.1693581806540223,57,piecewise_odds,0.05262335667722122,77.06021868517024,0.05598701246716507,0.05800879790576157,0.060079215548723024,0.09283835250799873
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-04-13,109,2024-07-21,2025-03-30,2025-04-09,0.08830570380839488,0.10106928885426644,70.28372435711452,68.20860354525671,2.075120811857815,62,anchor,0.07329117070492733,72.9276578950163,0.07329117070492733,0.07505436844686282,0.0,0.0234922733802471
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-04-13,109,2024-07-21,2025-03-30,2025-04-09,0.08830570380839488,0.10106928885426644,70.28372435711452,68.20860354525671,2.075120811857815,62,partner,0.07505436844686282,72.60394764808937,0.07329117070492733,0.07505436844686282,-0.02405743727350441,0.0
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-04-13,109,2024-07-21,2025-03-30,2025-04-09,0.08830570380839488,0.10106928885426644,70.28372435711452,68.20860354525671,2.075120811857815,62,ec_w0_56,0.07379384994870374,72.83497654175433,0.07329117070492733,0.07505436844686282,-0.006858660312579955,0.016794738590752523
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-04-13,109,2024-07-21,2025-03-30,2025-04-09,0.08830570380839488,0.10106928885426644,70.28372435711452,68.20860354525671,2.075120811857815,62,simple_mean,0.07399601691460475,72.79779109803677,0.07329117070492733,0.07505436844686282,-0.009617068507680925,0.01410113167506518
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-04-13,109,2024-07-21,2025-03-30,2025-04-09,0.08830570380839488,0.10106928885426644,70.28372435711452,68.20860354525671,2.075120811857815,62,log_odds_mean,0.07384469029495087,72.82562046799397,0.07329117070492733,0.07505436844686282,-0.007552336587063595,0.016117358348946443
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-04-13,109,2024-07-21,2025-03-30,2025-04-09,0.08830570380839488,0.10106928885426644,70.28372435711452,68.20860354525671,2.075120811857815,62,piecewise_odds,0.07277986029856008,73.02225726667257,0.07329117070492733,0.07505436844686282,0.006976425692881874,0.030304806973534812
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-04-27,120,2024-07-21,2025-04-13,2025-04-21,0.08579304423252121,0.09738517164918788,70.70955032224305,68.7934026768076,1.9161476454354442,62,anchor,0.08024820208837978,71.67188638677476,0.08024820208837978,0.08910452483031525,0.0,0.09939251411531418
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-04-27,120,2024-07-21,2025-04-13,2025-04-21,0.08579304423252121,0.09738517164918788,70.70955032224305,68.7934026768076,1.9161476454354442,62,partner,0.08910452483031525,70.14961895882814,0.08024820208837978,0.08910452483031525,-0.11036163442243521,0.0
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-04-27,120,2024-07-21,2025-04-13,2025-04-21,0.08579304423252121,0.09738517164918788,70.70955032224305,68.7934026768076,1.9161476454354442,62,ec_w0_56,0.08121272551686493,71.50215349945456,0.08024820208837978,0.08910452483031525,-0.012019252810460302,0.08856788505947308
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-04-27,120,2024-07-21,2025-04-13,2025-04-21,0.08579304423252121,0.09738517164918788,70.70955032224305,68.7934026768076,1.9161476454354442,62,simple_mean,0.0829651436609604,71.19632945943167,0.08024820208837978,0.08910452483031525,-0.03385672827396646,0.06890089118421629
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-04-27,120,2024-07-21,2025-04-13,2025-04-21,0.08579304423252121,0.09738517164918788,70.70955032224305,68.7934026768076,1.9161476454354442,62,log_odds_mean,0.08144155668272778,71.46203288902173,0.08024820208837978,0.08910452483031525,-0.01487079539842796,0.08599976445843041
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-04-27,120,2024-07-21,2025-04-13,2025-04-21,0.08579304423252121,0.09738517164918788,70.70955032224305,68.7934026768076,1.9161476454354442,62,piecewise_odds,0.08255714317595389,71.26724113908413,0.08024820208837978,0.08910452483031525,-0.028772496174197183,0.07347978867324371
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-05-11,161,2024-07-21,2025-04-27,2025-05-07,0.082874496185919,0.09519221388778235,71.21206916329015,69.14676453144948,2.065304631840675,58,anchor,0.10647110775923373,67.37008921874997,0.10647110775923373,0.11683303879371648,0.0,0.0886900755254518
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-05-11,161,2024-07-21,2025-04-27,2025-05-07,0.082874496185919,0.09519221388778235,71.21206916329015,69.14676453144948,2.065304631840675,58,partner,0.11683303879371648,65.8191517376007,0.10647110775923373,0.11683303879371648,-0.09732152931022843,0.0
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-05-11,161,2024-07-21,2025-04-27,2025-05-07,0.082874496185919,0.09519221388778235,71.21206916329015,69.14676453144948,2.065304631840675,58,ec_w0_56,0.11497460251988088,66.09209494529618,0.10647110775923373,0.11683303879371648,-0.0798666881523987,0.015906769977257054
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-05-11,161,2024-07-21,2025-04-27,2025-05-07,0.082874496185919,0.09519221388778235,71.21206916329015,69.14676453144948,2.065304631840675,58,simple_mean,0.11112822413854408,66.66409981138291,0.10647110775923373,0.11683303879371648,-0.04374065863803751,0.04882877920555484
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-05-11,161,2024-07-21,2025-04-27,2025-05-07,0.082874496185919,0.09519221388778235,71.21206916329015,69.14676453144948,2.065304631840675,58,log_odds_mean,0.11269998645407592,66.4291813543256,0.10647110775923373,0.11683303879371648,-0.058502995093539734,0.03537571548522324
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-05-11,161,2024-07-21,2025-04-27,2025-05-07,0.082874496185919,0.09519221388778235,71.21206916329015,69.14676453144948,2.065304631840675,58,piecewise_odds,0.1234900917380945,64.85884297037241,0.10647110775923373,0.11683303879371648,-0.15984603088141344,-0.05697919880464537
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-05-25,221,2024-07-21,2025-05-11,2025-05-22,0.08065881362883486,0.09231214869670816,71.59950464713074,69.61708560774524,1.9824190393855048,61,anchor,0.06370026933978026,74.76108771365529,0.06370026933978026,0.06151296196273108,0.0,-0.0355584791767044
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-05-25,221,2024-07-21,2025-05-11,2025-05-22,0.08065881362883486,0.09231214869670816,71.59950464713074,69.61708560774524,1.9824190393855048,61,partner,0.06151296196273108,75.1981932184909,0.06370026933978026,0.06151296196273108,0.03433749024485252,0.0
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-05-25,221,2024-07-21,2025-05-11,2025-05-22,0.08065881362883486,0.09231214869670816,71.59950464713074,69.61708560774524,1.9824190393855048,61,ec_w0_56,0.05941772623125353,75.62424847696927,0.06370026933978026,0.06151296196273108,0.06722959185122825,0.03406169471642408
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-05-25,221,2024-07-21,2025-05-11,2025-05-22,0.08065881362883486,0.09231214869670816,71.59950464713074,69.61708560774524,1.9824190393855048,61,simple_mean,0.0619814158561737,75.1039328695929,0.06370026933978026,0.06151296196273108,0.02698345707830712,-0.007615531401762798
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-05-25,221,2024-07-21,2025-05-11,2025-05-22,0.08065881362883486,0.09231214869670816,71.59950464713074,69.61708560774524,1.9824190393855048,61,log_odds_mean,0.06141669050105692,75.21760897309203,0.06370026933978026,0.06151296196273108,0.035848809783560316,0.0015650597630542855
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-05-25,221,2024-07-21,2025-05-11,2025-05-22,0.08065881362883486,0.09231214869670816,71.59950464713074,69.61708560774524,1.9824190393855048,61,piecewise_odds,0.05720207985205485,76.08304370283399,0.06370026933978026,0.06151296196273108,0.1020119625093539,0.07008087357731312
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-06-08,245,2024-07-21,2025-05-25,2025-06-03,0.0799744118766733,0.09025738861136717,71.72025249817932,69.9571325251122,1.7631199730671199,61,anchor,0.07532022191648158,72.55547014130474,0.07532022191648158,0.08746050486730125,0.0,0.13880874537872176
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-06-08,245,2024-07-21,2025-05-25,2025-06-03,0.0799744118766733,0.09025738861136717,71.72025249817932,69.9571325251122,1.7631199730671199,61,partner,0.08746050486730125,70.42627773388996,0.07532022191648158,0.08746050486730125,-0.1611822514846194,0.0
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-06-08,245,2024-07-21,2025-05-25,2025-06-03,0.0799744118766733,0.09025738861136717,71.72025249817932,69.9571325251122,1.7631199730671199,61,ec_w0_56,0.08465817626782508,70.90392186774564,0.07532022191648158,0.08746050486730125,-0.12397672382986133,0.03204107503984776
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-06-08,245,2024-07-21,2025-05-25,2025-06-03,0.0799744118766733,0.09025738861136717,71.72025249817932,69.9571325251122,1.7631199730671199,61,simple_mean,0.08056569265418649,71.61590363351574,0.07532022191648158,0.08746050486730125,-0.06964226344847105,0.07883343714486739
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-06-08,245,2024-07-21,2025-05-25,2025-06-03,0.0799744118766733,0.09025738861136717,71.72025249817932,69.9571325251122,1.7631199730671199,61,log_odds_mean,0.08446394631725068,70.9373183760943,0.07532022191648158,0.08746050486730125,-0.12139800133499438,0.034261848300522334
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-06-08,245,2024-07-21,2025-05-25,2025-06-03,0.0799744118766733,0.09025738861136717,71.72025249817932,69.9571325251122,1.7631199730671199,61,piecewise_odds,0.08803266703150381,70.3297005354675,0.07532022191648158,0.08746050486730125,-0.1687786465780512,-0.006541949021111459
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-06-22,261,2024-07-21,2025-06-08,2025-06-18,0.07979461250731165,0.09020118170271396,71.75205980831316,69.96648843329938,1.785571375013788,59,anchor,0.055052878058928265,76.53665026921172,0.055052878058928265,0.06369557297418249,0.0,0.13568752915932383
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-06-22,261,2024-07-21,2025-06-08,2025-06-18,0.07979461250731165,0.09020118170271396,71.75205980831316,69.96648843329938,1.785571375013788,59,partner,0.06369557297418249,74.76201811273681,0.055052878058928265,0.06369557297418249,-0.15698897532665118,0.0
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-06-22,261,2024-07-21,2025-06-08,2025-06-18,0.07979461250731165,0.09020118170271396,71.75205980831316,69.96648843329938,1.785571375013788,59,ec_w0_56,0.05910485424913634,75.68851007257344,0.055052878058928265,0.06369557297418249,-0.07360153243706653,0.07207280680098269
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-06-22,261,2024-07-21,2025-06-08,2025-06-18,0.07979461250731165,0.09020118170271396,71.75205980831316,69.96648843329938,1.785571375013788,59,simple_mean,0.05898455178774181,75.71326456937001,0.055052878058928265,0.06369557297418249,-0.07141631586644949,0.0739615167344547
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-06-22,261,2024-07-21,2025-06-08,2025-06-18,0.07979461250731165,0.09020118170271396,71.75205980831316,69.96648843329938,1.785571375013788,59,log_odds_mean,0.059182609234798816,75.67252392154114,0.055052878058928265,0.06369557297418249,-0.07501390157023421,0.07085207854575543
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-06-22,261,2024-07-21,2025-06-08,2025-06-18,0.07979461250731165,0.09020118170271396,71.75205980831316,69.96648843329938,1.785571375013788,59,piecewise_odds,0.059613667562304434,75.584089703166,0.055052878058928265,0.06369557297418249,-0.08284379789362381,0.06408460150806024
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-03,391,2024-07-21,2025-06-22,2025-07-31,0.0763711916074117,0.08362060224679789,72.36466182450236,71.08277291184407,1.2818889126582889,55,anchor,0.06796842713510638,73.92924490255291,0.06796842713510638,0.06625344077147002,0.0,-0.025885242240503592
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-03,391,2024-07-21,2025-06-22,2025-07-31,0.0763711916074117,0.08362060224679789,72.36466182450236,71.08277291184407,1.2818889126582889,55,partner,0.06625344077147002,74.26025626167385,0.06796842713510638,0.06625344077147002,0.02523210313852549,0.0
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-03,391,2024-07-21,2025-06-22,2025-07-31,0.0763711916074117,0.08362060224679789,72.36466182450236,71.08277291184407,1.2818889126582889,55,ec_w0_56,0.06514858488660728,74.47577917220444,0.06796842713510638,0.06625344077147002,0.041487531304702244,0.01667620386198134
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-03,391,2024-07-21,2025-06-22,2025-07-31,0.0763711916074117,0.08362060224679789,72.36466182450236,71.08277291184407,1.2818889126582889,55,simple_mean,0.06704588281692457,74.10678026646269,0.06796842713510638,0.06625344077147002,0.013573130305752037,-0.011960768168825244
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-03,391,2024-07-21,2025-06-22,2025-07-31,0.0763711916074117,0.08362060224679789,72.36466182450236,71.08277291184407,1.2818889126582889,55,log_odds_mean,0.06701616208665075,74.11251999775746,0.06796842713510638,0.06625344077147002,0.014010402897256122,-0.011512176670364943
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-03,391,2024-07-21,2025-06-22,2025-07-31,0.0763711916074117,0.08362060224679789,72.36466182450236,71.08277291184407,1.2818889126582889,55,piecewise_odds,0.06545759065439992,74.41531890869071,0.06796842713510638,0.06625344077147002,0.03694121795279254,0.012012208087656217
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-17,393,2024-07-21,2025-08-03,2025-08-14,0.07748429725895213,0.08458562629203101,72.16399862427217,70.91639185176106,1.247606772511105,59,anchor,0.04856385934520927,77.96279070635094,0.04856385934520927,0.0633973081587686,0.0,0.23397600378254677
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-17,393,2024-07-21,2025-08-03,2025-08-14,0.07748429725895213,0.08458562629203101,72.16399862427217,70.91639185176106,1.247606772511105,59,partner,0.0633973081587686,74.8211779150079,0.04856385934520927,0.0633973081587686,-0.305442133585757,0.0
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-17,393,2024-07-21,2025-08-03,2025-08-14,0.07748429725895213,0.08458562629203101,72.16399862427217,70.91639185176106,1.247606772511105,59,ec_w0_56,0.05285062095995075,77.010737080117,0.04856385934520927,0.0633973081587686,-0.0882706126024632,0.1663585963682452
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-17,393,2024-07-21,2025-08-03,2025-08-14,0.07748429725895213,0.08458562629203101,72.16399862427217,70.91639185176106,1.247606772511105,59,simple_mean,0.052770426633344865,77.02818539310731,0.04856385934520927,0.0633973081587686,-0.08661929560074312,0.16762354481692465
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-17,393,2024-07-21,2025-08-03,2025-08-14,0.07748429725895213,0.08458562629203101,72.16399862427217,70.91639185176106,1.247606772511105,59,log_odds_mean,0.05437530957292397,76.68148598797,0.04856385934520927,0.0633973081587686,-0.11966615310378921,0.14230885897001255
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-17,393,2024-07-21,2025-08-03,2025-08-14,0.07748429725895213,0.08458562629203101,72.16399862427217,70.91639185176106,1.247606772511105,59,piecewise_odds,0.05140229963807045,77.32792474472828,0.04856385934520927,0.0633973081587686,-0.05844758491462816,0.18920375121698435
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-31,397,2024-07-21,2025-08-17,2025-08-27,0.0766687619305126,0.08358577782471914,72.31087543266985,71.08879493609457,1.2220804965752734,53,anchor,0.061298179355338246,75.24153087217664,0.061298179355338246,0.06231612727986655,0.0,0.016335224426842564
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-31,397,2024-07-21,2025-08-17,2025-08-27,0.0766687619305126,0.08358577782471914,72.31087543266985,71.08879493609457,1.2220804965752734,53,partner,0.06231612727986655,75.03680163122792,0.061298179355338246,0.06231612727986655,-0.016606495253755963,0.0
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-31,397,2024-07-21,2025-08-17,2025-08-27,0.0766687619305126,0.08358577782471914,72.31087543266985,71.08879493609457,1.2220804965752734,53,ec_w0_56,0.05940578005296426,75.62669902270842,0.061298179355338246,0.06231612727986655,0.03087203114800473,0.04670295401753216
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-31,397,2024-07-21,2025-08-17,2025-08-27,0.0766687619305126,0.08358577782471914,72.31087543266985,71.08879493609457,1.2220804965752734,53,simple_mean,0.0616145729402439,75.1777170791557,0.061298179355338246,0.06231612727986655,-0.0051615494657934425,0.011257990029963106
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-31,397,2024-07-21,2025-08-17,2025-08-27,0.0766687619305126,0.08358577782471914,72.31087543266985,71.08879493609457,1.2220804965752734,53,log_odds_mean,0.06145613458757514,75.20965216307461,0.061298179355338246,0.06231612727986655,-0.0025768339924297436,0.013800483595989876
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Claude-3-5-Sonnet-20240620,2025-08-31,397,2024-07-21,2025-08-17,2025-08-27,0.0766687619305126,0.08358577782471914,72.31087543266985,71.08879493609457,1.2220804965752734,53,piecewise_odds,0.057854659267221886,75.94700449689854,0.061298179355338246,0.06231612727986655,0.0561765475635856,0.07159411547845179
Claude-3-5-Sonnet-20241022 (zero shot with freeze values),Claude-3-5-Sonnet-20241022,2025-04-13,50,2025-03-02,2025-03-30,2025-04-09,0.057176467957065054,0.05570841295706506,76.08839864060438,76.39737028272802,0.3089716421236375,62,anchor,0.07329117070492733,72.9276578950163,0.07329117070492733,0.07610615876944347,0.0,0.03698765132850669
Claude-3-5-Sonnet-20241022 (zero shot with freeze values),Claude-3-5-Sonnet-20241022,2025-04-13,50,2025-03-02,2025-03-30,2025-04-09,0.057176467957065054,0.05570841295706506,76.08839864060438,76.39737028272802,0.3089716421236375,62,partner,0.07610615876944347,72.41265529822715,0.07329117070492733,0.07610615876944347,-0.03840828352775782,0.0
Claude-3-5-Sonnet-20241022 (zero shot with freeze values),Claude-3-5-Sonnet-20241022,2025-04-13,50,2025-03-02,2025-03-30,2025-04-09,0.057176467957065054,0.05570841295706506,76.08839864060438,76.39737028272802,0.3089716421236375,62,ec_w0_56,0.07315241869159565,72.95329619129242,0.07329117070492733,0.07610615876944347,0.0018931613726064652,0.03881078910835459
Claude-3-5-Sonnet-20241022 (zero shot with freeze values),Claude-3-5-Sonnet-20241022,2025-04-13,50,2025-03-02,2025-03-30,2025-04-09,0.057176467957065054,0.05570841295706506,76.08839864060438,76.39737028272802,0.3089716421236375,62,simple_mean,0.07393246852750798,72.8094743472091,0.07329117070492733,0.07610615876944347,-0.00875000107669915,0.02856129224075654
