experiment,pair_id,model_a,model_b,pair_group,method,fold_records,train_target_cells,test_target_cells,train_near_bi_share,train_bi_gap,train_adjusted_pog_complementarity,train_high_loss_lift_complementarity,train_adjusted_loss_corr_complementarity,train_total_variation_complementarity,train_alignment_c,train_disagreement_d,train_alpha_clipped,train_alpha_lcb_1se,train_alpha_lcb_95,test_alignment_c,test_disagreement_d,test_alpha_clipped,test_pooled_alpha_clipped,test_partner_win_share,method_partner_weight,adjusted_brier,anchor_adjusted_brier,best_single_adjusted_brier,brier_index,gain_vs_anchor,gain_vs_best_single,mean_fold_gain_vs_anchor,mean_fold_gain_vs_best_single,model_adjusted_brier,gain_vs_model,canonical_model_version,freeze_exposure,source_model_configuration
polymarket_model,Claude-3-5-Sonnet-20240620 [no freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [no freeze],claude,oracle_linear,20,7690,7690,0.0,8.948601164059488,0.01259946066319896,-4.698148962201605,-0.1768685516423615,0.14468660598179453,-0.004595484395318595,0.04664454486345904,0.0017526121447765035,0.0,0.0,-0.004595484395318595,0.04664454486345904,0.0017526121447765035,0.0,0.23927178153446044,0.0017894017834103894,0.07093043454914844,0.0709321357427928,0.0709321357427928,73.36955405933882,2.398339802624666e-05,2.398339802624666e-05,2.350203549328866e-05,2.350203549328866e-05,0.12676764939688903,0.44046896123255624,Claude-3-5-Sonnet-20240620,no_freeze,Claude-3-5-Sonnet-20240620
polymarket_model,Claude-3-5-Sonnet-20240620 [no freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [no freeze],claude,partner,20,7690,7690,0.0,8.948601164059488,0.01259946066319896,-4.698148962201605,-0.1768685516423615,0.14468660598179453,-0.004595484395318595,0.04664454486345904,0.0017526121447765035,0.0,0.0,-0.004595484395318595,0.04664454486345904,0.0017526121447765035,0.0,0.23927178153446044,1.0,0.12676764939688903,0.0709321357427928,0.0709321357427928,64.42063671543772,-0.7871680877699991,-0.7871680877699991,-0.7875880816388551,-0.7875880816388551,0.12676764939688903,0.0,Claude-3-5-Sonnet-20240620,no_freeze,Claude-3-5-Sonnet-20240620
polymarket_model,Claude-3-5-Sonnet-20240620 [no freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [no freeze],claude,piecewise_odds,20,7690,7690,0.0,8.948601164059488,0.01259946066319896,-4.698148962201605,-0.1768685516423615,0.14468660598179453,-0.004595484395318595,0.04664454486345904,0.0017526121447765035,0.0,0.0,-0.004595484395318595,0.04664454486345904,0.0017526121447765035,0.0,0.23927178153446044,,0.0807803543947575,0.0709321357427928,0.0709321357427928,71.58804156386037,-0.13884001304677115,-0.13884001304677115,-0.1386560715260678,-0.1386560715260678,0.12676764939688903,0.36276838153047025,Claude-3-5-Sonnet-20240620,no_freeze,Claude-3-5-Sonnet-20240620
polymarket_model,Claude-3-5-Sonnet-20240620 [no freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [no freeze],claude,simple_mean,20,7690,7690,0.0,8.948601164059488,0.01259946066319896,-4.698148962201605,-0.1768685516423615,0.14468660598179453,-0.004595484395318595,0.04664454486345904,0.0017526121447765035,0.0,0.0,-0.004595484395318595,0.04664454486345904,0.0017526121447765035,0.0,0.23927178153446044,0.5,0.08718875635397616,0.0709321357427928,0.0709321357427928,70.47961866079858,-0.22918555096284604,-0.22918555096284604,-0.229386901886627,-0.229386901886627,0.12676764939688903,0.31221603643527185,Claude-3-5-Sonnet-20240620,no_freeze,Claude-3-5-Sonnet-20240620
polymarket_model,Claude-3-5-Sonnet-20240620 [with freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [with freeze],claude,anchor,20,7690,7690,0.95,1.1661284428430667,0.0021115753446033798,-49.74158710924966,-0.7026559588774366,0.018360208062418726,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.0,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.3784135240572175,0.0,0.0709321357427928,0.0709321357427928,0.0709321357427928,73.3692378794972,0.0,0.0,0.0,0.0,0.07730591959194756,0.08244884586844328,Claude-3-5-Sonnet-20240620,with_freeze,Claude-3-5-Sonnet-20240620 (zero shot with freeze values)
polymarket_model,Claude-3-5-Sonnet-20240620 [with freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [with freeze],claude,best_single,20,7690,7690,0.95,1.1661284428430667,0.0021115753446033798,-49.74158710924966,-0.7026559588774366,0.018360208062418726,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.0,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.3784135240572175,,0.0709321357427928,0.0709321357427928,0.0709321357427928,73.3692378794972,0.0,0.0,0.0,0.0,0.07730591959194756,0.08244884586844328,Claude-3-5-Sonnet-20240620,with_freeze,Claude-3-5-Sonnet-20240620 (zero shot with freeze values)
polymarket_model,Claude-3-5-Sonnet-20240620 [with freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [with freeze],claude,cf_directional,20,7690,7690,0.95,1.1661284428430667,0.0021115753446033798,-49.74158710924966,-0.7026559588774366,0.018360208062418726,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.0,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.3784135240572175,,0.07098099821398263,0.0709321357427928,0.0709321357427928,73.36007658401076,-0.0006888622579616148,-0.0006888622579616148,-0.0006927023317041391,-0.0006927023317041391,0.07730591959194756,0.08181677950861294,Claude-3-5-Sonnet-20240620,with_freeze,Claude-3-5-Sonnet-20240620 (zero shot with freeze values)
polymarket_model,Claude-3-5-Sonnet-20240620 [with freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [with freeze],claude,cf_directional_lcb_1se,20,7690,7690,0.95,1.1661284428430667,0.0021115753446033798,-49.74158710924966,-0.7026559588774366,0.018360208062418726,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.0,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.3784135240572175,,0.0709321357427928,0.0709321357427928,0.0709321357427928,73.3692378794972,0.0,0.0,0.0,0.0,0.07730591959194756,0.08244884586844328,Claude-3-5-Sonnet-20240620,with_freeze,Claude-3-5-Sonnet-20240620 (zero shot with freeze values)
polymarket_model,Claude-3-5-Sonnet-20240620 [with freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [with freeze],claude,cf_lcb_1se,20,7690,7690,0.95,1.1661284428430667,0.0021115753446033798,-49.74158710924966,-0.7026559588774366,0.018360208062418726,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.0,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.3784135240572175,0.0,0.0709321357427928,0.0709321357427928,0.0709321357427928,73.3692378794972,0.0,0.0,0.0,0.0,0.07730591959194756,0.08244884586844328,Claude-3-5-Sonnet-20240620,with_freeze,Claude-3-5-Sonnet-20240620 (zero shot with freeze values)
polymarket_model,Claude-3-5-Sonnet-20240620 [with freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [with freeze],claude,cf_lcb_95,20,7690,7690,0.95,1.1661284428430667,0.0021115753446033798,-49.74158710924966,-0.7026559588774366,0.018360208062418726,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.0,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.3784135240572175,0.0,0.0709321357427928,0.0709321357427928,0.0709321357427928,73.3692378794972,0.0,0.0,0.0,0.0,0.07730591959194756,0.08244884586844328,Claude-3-5-Sonnet-20240620,with_freeze,Claude-3-5-Sonnet-20240620 (zero shot with freeze values)
polymarket_model,Claude-3-5-Sonnet-20240620 [with freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [with freeze],claude,cf_linear,20,7690,7690,0.95,1.1661284428430667,0.0021115753446033798,-49.74158710924966,-0.7026559588774366,0.018360208062418726,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.0,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.3784135240572175,0.00416142000910652,0.07095668903280168,0.0709321357427928,0.0709321357427928,73.36462501085882,-0.00034615184995849237,-0.00034615184995849237,-0.00034808147901650705,-0.00034808147901650705,0.07730591959194756,0.0821312338390091,Claude-3-5-Sonnet-20240620,with_freeze,Claude-3-5-Sonnet-20240620 (zero shot with freeze values)
polymarket_model,Claude-3-5-Sonnet-20240620 [with freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [with freeze],claude,ec_w0_56,20,7690,7690,0.95,1.1661284428430667,0.0021115753446033798,-49.74158710924966,-0.7026559588774366,0.018360208062418726,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.0,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.3784135240572175,,0.07320984486264367,0.0709321357427928,0.0709321357427928,72.9478437469883,-0.03211110304235128,-0.03211110304235128,-0.031972759454331826,-0.031972759454331826,0.07730591959194756,0.052985266211496525,Claude-3-5-Sonnet-20240620,with_freeze,Claude-3-5-Sonnet-20240620 (zero shot with freeze values)
polymarket_model,Claude-3-5-Sonnet-20240620 [with freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [with freeze],claude,log_odds_mean,20,7690,7690,0.95,1.1661284428430667,0.0021115753446033798,-49.74158710924966,-0.7026559588774366,0.018360208062418726,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.0,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.3784135240572175,,0.07382381791514868,0.0709321357427928,0.0709321357427928,72.83395209422244,-0.040766884319420583,-0.040766884319420583,-0.04060986131204132,-0.04060986131204132,0.07730591959194756,0.04504314411081127,Claude-3-5-Sonnet-20240620,with_freeze,Claude-3-5-Sonnet-20240620 (zero shot with freeze values)
polymarket_model,Claude-3-5-Sonnet-20240620 [with freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [with freeze],claude,oracle_directional,20,7690,7690,0.95,1.1661284428430667,0.0021115753446033798,-49.74158710924966,-0.7026559588774366,0.018360208062418726,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.0,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.3784135240572175,,0.07092514002513294,0.0709321357427928,0.0709321357427928,73.37054914453859,9.862550431639214e-05,9.862550431639214e-05,9.822902753545743e-05,9.822902753545743e-05,0.07730591959194756,0.0825393398137556,Claude-3-5-Sonnet-20240620,with_freeze,Claude-3-5-Sonnet-20240620 (zero shot with freeze values)
polymarket_model,Claude-3-5-Sonnet-20240620 [with freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [with freeze],claude,oracle_linear,20,7690,7690,0.95,1.1661284428430667,0.0021115753446033798,-49.74158710924966,-0.7026559588774366,0.018360208062418726,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.0,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.3784135240572175,0.0030298878268550846,0.0709311372484028,0.0709321357427928,0.0709321357427928,73.36942496740865,1.4076756318516276e-05,1.4076756318516276e-05,1.4020167436574337e-05,1.4020167436574337e-05,0.07730591959194756,0.08246176201244977,Claude-3-5-Sonnet-20240620,with_freeze,Claude-3-5-Sonnet-20240620 (zero shot with freeze values)
polymarket_model,Claude-3-5-Sonnet-20240620 [with freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [with freeze],claude,partner,20,7690,7690,0.95,1.1661284428430667,0.0021115753446033798,-49.74158710924966,-0.7026559588774366,0.018360208062418726,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.0,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.3784135240572175,1.0,0.07730591959194756,0.0709321357427928,0.0709321357427928,72.20310943665415,-0.08985749241030536,-0.08985749241030536,-0.0896846660018272,-0.0896846660018272,0.07730591959194756,0.0,Claude-3-5-Sonnet-20240620,with_freeze,Claude-3-5-Sonnet-20240620 (zero shot with freeze values)
polymarket_model,Claude-3-5-Sonnet-20240620 [with freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [with freeze],claude,piecewise_odds,20,7690,7690,0.95,1.1661284428430667,0.0021115753446033798,-49.74158710924966,-0.7026559588774366,0.018360208062418726,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.0,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.3784135240572175,,0.07377214449723887,0.0709321357427928,0.0709321357427928,72.84627275517789,-0.04003839338412463,-0.04003839338412463,-0.03989974498362633,-0.03989974498362633,0.07730591959194756,0.04571157180926644,Claude-3-5-Sonnet-20240620,with_freeze,Claude-3-5-Sonnet-20240620 (zero shot with freeze values)
polymarket_model,Claude-3-5-Sonnet-20240620 [with freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20240620 [with freeze],claude,simple_mean,20,7690,7690,0.95,1.1661284428430667,0.0021115753446033798,-49.74158710924966,-0.7026559588774366,0.018360208062418726,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.0,-0.0015176893368010402,0.003338405175552667,0.00416142000910652,0.0,0.3784135240572175,0.5,0.07328442637348201,0.0709321357427928,0.0709321357427928,72.93236446680206,-0.03316255186815253,-0.03316255186815253,-0.03309051319020573,-0.03309051319020573,0.07730591959194756,0.052020508127872324,Claude-3-5-Sonnet-20240620,with_freeze,Claude-3-5-Sonnet-20240620 (zero shot with freeze values)
polymarket_model,Claude-3-5-Sonnet-20241022 [no freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20241022 [no freeze],claude,anchor,20,4210,4210,0.0,7.594825632375388,0.011406400237529691,-10.120726937791412,-0.15792643051703265,0.12230878859857482,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.0,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.26603325415676965,0.0,0.07120174894307674,0.07120174894307674,0.07120174894307674,73.31786591062574,0.0,0.0,0.0,0.0,0.11785953754165154,0.395876223272011,Claude-3-5-Sonnet-20241022,no_freeze,Claude-3-5-Sonnet-20241022
polymarket_model,Claude-3-5-Sonnet-20241022 [no freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20241022 [no freeze],claude,best_single,20,4210,4210,0.0,7.594825632375388,0.011406400237529691,-10.120726937791412,-0.15792643051703265,0.12230878859857482,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.0,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.26603325415676965,,0.07120174894307674,0.07120174894307674,0.07120174894307674,73.31786591062574,0.0,0.0,0.0,0.0,0.11785953754165154,0.395876223272011,Claude-3-5-Sonnet-20241022,no_freeze,Claude-3-5-Sonnet-20241022
polymarket_model,Claude-3-5-Sonnet-20241022 [no freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20241022 [no freeze],claude,cf_directional,20,4210,4210,0.0,7.594825632375388,0.011406400237529691,-10.120726937791412,-0.15792643051703265,0.12230878859857482,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.0,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.26603325415676965,,0.07250837289872411,0.07120174894307674,0.07120174894307674,73.07862447003639,-0.018351009280572206,-0.018351009280572206,-0.018406831022196677,-0.018406831022196677,0.11785953754165154,0.3847899422386613,Claude-3-5-Sonnet-20241022,no_freeze,Claude-3-5-Sonnet-20241022
polymarket_model,Claude-3-5-Sonnet-20241022 [no freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20241022 [no freeze],claude,cf_directional_lcb_1se,20,4210,4210,0.0,7.594825632375388,0.011406400237529691,-10.120726937791412,-0.15792643051703265,0.12230878859857482,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.0,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.26603325415676965,,0.07122427460724176,0.07120174894307674,0.07120174894307674,73.31365097636024,-0.00031636391660874036,-0.00031636391660874036,-0.0003160205929314876,-0.0003160205929314876,0.11785953754165154,0.39568510030788884,Claude-3-5-Sonnet-20241022,no_freeze,Claude-3-5-Sonnet-20241022
polymarket_model,Claude-3-5-Sonnet-20241022 [no freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20241022 [no freeze],claude,cf_lcb_1se,20,4210,4210,0.0,7.594825632375388,0.011406400237529691,-10.120726937791412,-0.15792643051703265,0.12230878859857482,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.0,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.26603325415676965,0.0,0.07120174894307674,0.07120174894307674,0.07120174894307674,73.31786591062574,0.0,0.0,0.0,0.0,0.11785953754165154,0.395876223272011,Claude-3-5-Sonnet-20241022,no_freeze,Claude-3-5-Sonnet-20241022
polymarket_model,Claude-3-5-Sonnet-20241022 [no freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20241022 [no freeze],claude,cf_lcb_95,20,4210,4210,0.0,7.594825632375388,0.011406400237529691,-10.120726937791412,-0.15792643051703265,0.12230878859857482,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.0,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.26603325415676965,0.0,0.07120174894307674,0.07120174894307674,0.07120174894307674,73.31786591062574,0.0,0.0,0.0,0.0,0.11785953754165154,0.395876223272011,Claude-3-5-Sonnet-20241022,no_freeze,Claude-3-5-Sonnet-20241022
polymarket_model,Claude-3-5-Sonnet-20241022 [no freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20241022 [no freeze],claude,cf_linear,20,4210,4210,0.0,7.594825632375388,0.011406400237529691,-10.120726937791412,-0.15792643051703265,0.12230878859857482,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.0,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.26603325415676965,0.007581320365647612,0.07140400546749089,0.07120174894307674,0.07120174894307674,73.28012292187069,-0.0028406117464311975,-0.0028406117464311975,-0.002850960513164989,-0.002850960513164989,0.11785953754165154,0.3941601421755391,Claude-3-5-Sonnet-20241022,no_freeze,Claude-3-5-Sonnet-20241022
polymarket_model,Claude-3-5-Sonnet-20241022 [no freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20241022 [no freeze],claude,ec_w0_56,20,4210,4210,0.0,7.594825632375388,0.011406400237529691,-10.120726937791412,-0.15792643051703265,0.12230878859857482,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.0,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.26603325415676965,,0.0797407436900241,0.07120174894307674,0.07120174894307674,71.7755591202847,-0.11992675564435898,-0.11992675564435898,-0.11967418863552322,-0.11967418863552322,0.11785953754165154,0.3234256187214062,Claude-3-5-Sonnet-20241022,no_freeze,Claude-3-5-Sonnet-20241022
polymarket_model,Claude-3-5-Sonnet-20241022 [no freeze] x Polymarket Freeze,Polymarket Freeze,Claude-3-5-Sonnet-20241022 [no freeze],claude,log_odds_mean,20,4210,4210,0.0,7.594825632375388,0.011406400237529691,-10.120726937791412,-0.15792643051703265,0.12230878859857482,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.0,-0.0035604714964370537,0.03953684560570071,0.007581320365647612,0.0,0.26603325415676965,,0.08073432833319934,0.07120174894307674,0.07120174894307674,71.60055688107747,-0.13388125336280093,-0.13388125336280093,-0.13367531606140834,-0.13367531606140834,0.11785953754165154,0.3149953748573989,Claude-3-5-Sonnet-20241022,no_freeze,Claude-3-5-Sonnet-20241022
