role,path,bytes,sha256
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Anthropic.claude_3p5_sonnet_scratchpad_with_news_with_freeze_values.json,4475388,103f2e2f2af28599dd2b3187bd514dbd986277308ff9d87e0d89bdc033200e51
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Anthropic.claude_3p5_sonnet_superforecaster_with_news_1.json,4472266,ab60f23f84f57f6607dfeb3c67d1ea0343c8a121f17cb00b4d0890aa1c01d356
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Anthropic.claude_3p5_sonnet_superforecaster_with_news_2.json,4474734,a5e2aa38c6dce7b0d2caa086963bcdf92f8a0045a26e3042dca544879b38d432
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Anthropic.claude_3p5_sonnet_superforecaster_with_news_3.json,4474431,42c05d769c13c5906038830acc01280f7f6d43f60e0f387a7b88dd21db7fd240
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Anthropic.claude_3p5_sonnet_zero_shot.json,4475335,16ae68fb356418b9c20bf1069e02bde418ce71e88650f10af2c51ef40316ab5b
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Anthropic.claude_3p5_sonnet_zero_shot_with_freeze_values.json,4475938,e4dcd63648f664613629456dd36615b7b926bdd51b43038fec6e0360ae50c86c
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.ForecastBench.always-0.5.json,4468373,70753e320ffcf2c293d81a18ce0407fd0c066b7dd2ba2899bd030ab0b7fbd596
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.ForecastBench.always-0.json,4468371,827e6a01853de47f83a8a26f44e53f3f114eddd3aabea2b83c558282cbf73495
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.ForecastBench.always-1.json,4468371,c4c21405c5d9d48ba1b9a2066d3263a4258e865097fc3439cd1754b8052660e2
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.ForecastBench.imputed-forecaster.json,4465706,f950c95688074ba166133df983efb9ff33d8b789abf0d226c60079107d660e77
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.ForecastBench.llm_crowd_geometric_mean_log_odds_with_news.json,4469781,f6817180aee7d101756c06779d1f4f042b7a0899fed51273eac4c362b54b5d23
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.ForecastBench.llm_crowd_geometric_mean_with_news.json,4469749,73725510ebaef109c6756125fc590d7e066acf9b808256a7c594e1bbceb8c60b
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.ForecastBench.llm_crowd_median_with_news.json,4463992,2847ee0afc21e31b7805d1f108980416ff9eb051b7f9e74aa2ccf15e9659c9cc
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.ForecastBench.naive-forecaster.json,4504923,54daf99005da2735875672c848ddb01d4541d4e729558b8fbab60b1ace49b423
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.ForecastBench.random-uniform.json,4535741,a4071e44e088a819c410089d47fa04cdfc8b253f2a2bdb90ddf8bcbbf1a1d3ec
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_flash_scratchpad.json,4472695,d1fe8d7a78b38b7e03b069bab9fc681db8ddac6c5b534d03c9a18ade71e0d8b6
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_flash_scratchpad_with_freeze_values.json,4473043,3cebbebaccbae15feee8dd2581a85d8aed4fe7ece2f584c6071134399c6df829
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_flash_scratchpad_with_news.json,4472882,d1d24ca44aebe3e9cc5d259ab3e68470597faf708d0c0fa46aec94a9ae96e9f9
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_flash_scratchpad_with_news_with_freeze_values.json,4473008,e3626aee926c96ae25e4f62fa0b6d85c7c3d7a97c5d1b7a5118d6735cd884b91
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_flash_superforecaster_with_news_1.json,4470317,0359c48fa1256eb5360dfcba8e2912242a36678b294d99cb3a9bfb917721c5fb
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_flash_superforecaster_with_news_2.json,4472822,a588182071ced97b7f886a1e0349f353b7e63af59891eaf9618887bc839f1316
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_flash_superforecaster_with_news_3.json,4471088,f07025e505b5872b64dee3a7a32576de7b331ffdfa2773173e185fb4be70bb5a
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_flash_zero_shot.json,4473149,3edf34b252b1142fea29834191030731c8e11f8916284f83e7a4b4c3dff360d4
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_flash_zero_shot_with_freeze_values.json,4474129,118ee57bb3fe25c7219adda7634dcd246db2d26c79806d4deab03b2a76591d4e
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_pro_scratchpad.json,4472795,664e5bd513fb9ba2be9ff41b788004d0e1f1ece9601cdcdb2318c85d5521cf3c
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_pro_scratchpad_with_freeze_values.json,4472820,04ec8c59017cef3262b7e57a51cc3db9b8fcd00a20a9b67372b5af166745528e
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_pro_scratchpad_with_news.json,4472753,74ac3490a275905533cbdb0c95645949f553987afff24f5cd0273fb8218f8e36
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_pro_scratchpad_with_news_with_freeze_values.json,4472812,c715a2090bd24bc300c2c3e441cc3ac43a8af9dc93985fda28356c4faaa987fa
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_pro_superforecaster_with_news_1.json,4472932,ce77b8d6fc2a0cd2c44eb39fd9b75662f767d3ebf0df8f165c0910621e422475
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_pro_superforecaster_with_news_2.json,4472708,886b1f154cc4261121aa9eefbc36f33c415fef533680d907964295c115f8339f
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_pro_superforecaster_with_news_3.json,4473300,f2ddd62f1e785d6dc058d6a4b30318c90b11c0d8145b4c42ad5f58684959083f
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_pro_zero_shot.json,4472322,cf767be88a914e1a9d6035b936e3e39e29efc98cd93457564486455b1c765f94
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Google.gemini_1p5_pro_zero_shot_with_freeze_values.json,4473083,fe56f40ab89ad15e81f1aec75fcfe20f74bdea8823ad6180777777f941892665
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Meta.llama_2_70b_scratchpad.json,4473480,54d8dadfcb7cd112cdc73ca195cb3a2ba2dd7ff69a21349298ec8c308e9f0050
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Meta.llama_2_70b_scratchpad_with_freeze_values.json,4473693,ed1870d10ee3c21f5469c59d240ac3a07e860c0d7cb1a66e112e1e00b75bf924
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Meta.llama_2_70b_zero_shot.json,4474586,037ef85bccf6fa0fb309676a3e976b52feb3428be5e1cefd9c5e43df19169904
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Meta.llama_2_70b_zero_shot_with_freeze_values.json,4476043,d03a381877a561d2a5d8b5ac3435cfd2bf76819289900ab676d48132688be08d
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Meta.llama_3_70b_scratchpad.json,4474227,8f2bc528b26dbb90032f07d9f02a599e563e155718f56fc5e54af43c76b3563b
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Meta.llama_3_70b_scratchpad_with_freeze_values.json,4474376,8b0772be08044d5b7cae147747d68775570c54230c6b64674ccf8eae67571a1e
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Meta.llama_3_70b_zero_shot.json,4475508,0639755f3cedc7f54794b835e0a32854beb02417a464e36fa705722a1b273d11
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Meta.llama_3_70b_zero_shot_with_freeze_values.json,4475966,15c93118511aebffe6926f94e28ffc82859d252a71f8da9b287bbb8bc9f4d0a7
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Meta.llama_3_8b_scratchpad.json,4474034,a27578483aeda8bbbef90d26b96e54a40dea131e8e1cd7f6a1143430b248dbdf
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Meta.llama_3_8b_scratchpad_with_freeze_values.json,4474232,eed53dffca739f825af61f558ffe2d29f4a0a4bf4814d1d26712f2134bbe9f73
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Meta.llama_3_8b_zero_shot.json,4481176,0835349fc15e657b1a18e0cdd24b0ec0221868dafc848b811ab62f4c44855829
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Meta.llama_3_8b_zero_shot_with_freeze_values.json,4481784,c58a1afcc85cac905c0994a5ed2215fb60c063c2c5f922beec94e008e6a0d892
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x22b_instruct_scratchpad.json,4469896,146cfbe0038142ffc124c216c72b87f555c5eac48855a9eb5cb6a894c2bcc6be
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x22b_instruct_scratchpad_with_freeze_values.json,4470268,b45d36f8528fd6f7a57ce7f51d233fda9092dfd6cb1b1787f32a2c5161f58d15
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x22b_instruct_scratchpad_with_news.json,4469840,d4778e9ef1bfee3d928f36e93d087f5c57e03efb81c6476bf0b3cd983b1639b9
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x22b_instruct_scratchpad_with_news_with_freeze_values.json,4470140,957af31c487154a1a06565949b54e9634c6237e27953fd1429646d7b5dd12167
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x22b_instruct_superforecaster_with_news_1.json,4470154,96320d37a0aac6cb633a70f8cc0fc27940a3fffcb9e2caad02df139ca4e4ffd6
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x22b_instruct_superforecaster_with_news_2.json,4472944,38f5eb6d0f6403bfe59cef23cac3ee42a878399e0ab69d2782bd30f64ed74f2c
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x22b_instruct_superforecaster_with_news_3.json,4470709,dfe970f0eee2cc048577298d910deaf0aec52aed8411ac18bc3f473f6d5ad6d5
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x22b_instruct_zero_shot.json,4474185,2bc3c6f96e6b91facf7fda6d801217c3c372d15a79a43f68fd374ac9ffd6d4ee
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x22b_instruct_zero_shot_with_freeze_values.json,4475774,d1a44452880324b3f2fdf36c18152e27b5849792fe740ef0b7acc8840ae002c8
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x7b_instruct_scratchpad.json,4470248,f74021c65e63aacea881ba1cbdd2297d8ce5d09a11e4f2f897c08805d9d23ae7
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x7b_instruct_scratchpad_with_freeze_values.json,4470469,78ad989fe51f7d4e25d4fd6f1f985eee518a38a8ec60078a9db8292eb6e883aa
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x7b_instruct_scratchpad_with_news.json,4470526,86d70be884eec3bcda448d90f7d75f6021a2fff33f11e4d96a7345190291fa20
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x7b_instruct_scratchpad_with_news_with_freeze_values.json,4470617,0624ae0608bea83bd0c47fe597be8d6d4ae7d910d25c2b91b95e0b6049a60691
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x7b_instruct_superforecaster_with_news_1.json,4473087,e92d37a8e5ca466147c439b2b64e2571d85fece6eecb39c9b146f94c5373bd8c
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x7b_instruct_superforecaster_with_news_2.json,4473591,a726cccffe1d66e9d3fc8a9b50337ce271ee20c30aa0b685252061d2e7702b86
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x7b_instruct_superforecaster_with_news_3.json,4471612,283e697f3bcc9ce45d9d9536b1f6f93b00b353c6ea3fdd842d516739c1cf94a4
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x7b_instruct_zero_shot.json,4474784,46070af850dce3b441c4e3c58ff0950e6dad825eeffbfa36d9745614f2b9d12e
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_8x7b_instruct_zero_shot_with_freeze_values.json,4475791,cf7b31f927a9a07600ddccfc402fde7b9e38d78cbba3f6dab86dbaa2b45f9d62
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_large_scratchpad.json,4470678,68c673c49b5e31ba2d346b987416a502d950e3e19a76f0dff65555d3c004c396
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_large_scratchpad_with_freeze_values.json,4470925,541ea212aa5f89828a2f6566336dc3915e7aef787298b8912e108182d8679264
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_large_scratchpad_with_news.json,4470871,31749ee44535ede1f53bea9dc04d6fd3c13be4a2da1ce786c9429507e5939500
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_large_scratchpad_with_news_with_freeze_values.json,4470992,020ead6d7d45ec43cd5749ad8d44a3fe4667256ae3e8707f92a0b228da9ec3db
input_forecast,forecastbench_downloads_2026-04-15/extracted/processed_forecast_sets/forecastbench-processed-forecast-sets/2024-07-21/2024-07-21.Mistral AI.mistral_large_superforecaster_with_news_1.json,4469309,b87be693645d4f3a08ae7a3a6af47cb482d6e7b152596eb1702112956dcb06b9
