topic_a,topic_b,metric_id,sample_id,n_pair_universe,n_sample_pairs,n_defined_pairs,spearman,pearson,dependent_top_jaccard,complementary_top_jaccard,dependency_persistence_a_to_b,dependency_persistence_b_to_a,complementarity_persistence_a_to_b,complementarity_persistence_b_to_a,dependency_to_complementarity_a_to_b,dependency_to_complementarity_b_to_a,quartile_transition_counts,reason,interpretation_status
climate_weather,health_science,adjusted_pog,near_bi_both,2415,70,70,-0.0477827642636101,-0.08944090597864826,0.16129032258064516,0.09090909090909091,0.2777777777777778,0.2777777777777778,0.16666666666666666,0.16666666666666666,0.3888888888888889,0.2222222222222222,"{""Q1->Q1"":3,""Q1->Q2"":5,""Q1->Q3"":6,""Q1->Q4"":4,""Q2->Q1"":3,""Q2->Q2"":5,""Q2->Q3"":4,""Q2->Q4"":5,""Q3->Q1"":5,""Q3->Q2"":4,""Q3->Q3"":4,""Q3->Q4"":4,""Q4->Q1"":7,""Q4->Q2"":3,""Q4->Q3"":3,""Q4->Q4"":5}",,limited
climate_weather,health_science,high_loss_lift,near_bi_both,2415,70,22,,,0.0,0.09090909090909091,0.0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,"{""Q1->Q1"":1,""Q1->Q2"":0,""Q1->Q3"":2,""Q1->Q4"":3,""Q2->Q1"":0,""Q2->Q2"":1,""Q2->Q3"":2,""Q2->Q4"":2,""Q3->Q1"":1,""Q3->Q2"":3,""Q3->Q3"":0,""Q3->Q4"":1,""Q4->Q1"":4,""Q4->Q2"":1,""Q4->Q3"":1,""Q4->Q4"":0}",defined_pair_count_22_below_reporting_min_30,insufficient
climate_weather,health_science,adjusted_loss_corr,near_bi_both,2415,70,70,-0.07819088443705711,0.0021161430730496965,0.058823529411764705,0.16129032258064516,0.1111111111111111,0.1111111111111111,0.2777777777777778,0.2777777777777778,0.16666666666666666,0.3888888888888889,"{""Q1->Q1"":5,""Q1->Q2"":3,""Q1->Q3"":3,""Q1->Q4"":7,""Q2->Q1"":5,""Q2->Q2"":4,""Q2->Q3"":3,""Q2->Q4"":5,""Q3->Q1"":5,""Q3->Q2"":3,""Q3->Q3"":5,""Q3->Q4"":4,""Q4->Q1"":3,""Q4->Q2"":7,""Q4->Q3"":6,""Q4->Q4"":2}",,limited
climate_weather,health_science,adjusted_pog,eligible_both,2415,828,828,0.3033272813155376,0.14263010445585622,0.27384615384615385,0.25075528700906347,0.42995169082125606,0.42995169082125606,0.40096618357487923,0.40096618357487923,0.13526570048309178,0.12560386473429952,"{""Q1->Q1"":83,""Q1->Q2"":60,""Q1->Q3"":38,""Q1->Q4"":26,""Q2->Q1"":46,""Q2->Q2"":63,""Q2->Q3"":56,""Q2->Q4"":42,""Q3->Q1"":50,""Q3->Q2"":56,""Q3->Q3"":51,""Q3->Q4"":50,""Q4->Q1"":28,""Q4->Q2"":28,""Q4->Q3"":62,""Q4->Q4"":89}",,headline
climate_weather,health_science,high_loss_lift,eligible_both,2415,828,300,0.06382496664900998,0.0259497677113276,0.12781954887218044,0.14465408805031446,0.22666666666666666,0.22666666666666666,0.30666666666666664,0.21495327102803738,0.28,0.36,"{""Q1->Q1"":23,""Q1->Q2"":9,""Q1->Q3"":16,""Q1->Q4"":27,""Q2->Q1"":41,""Q2->Q2"":18,""Q2->Q3"":11,""Q2->Q4"":5,""Q3->Q1"":22,""Q3->Q2"":12,""Q3->Q3"":15,""Q3->Q4"":26,""Q4->Q1"":21,""Q4->Q2"":4,""Q4->Q3"":33,""Q4->Q4"":17}",,headline
climate_weather,health_science,adjusted_loss_corr,eligible_both,2415,828,828,0.07200307906777405,0.07871347414263538,0.16292134831460675,0.17613636363636365,0.28019323671497587,0.28019323671497587,0.2995169082125604,0.2995169082125604,0.1642512077294686,0.2560386473429952,"{""Q1->Q1"":62,""Q1->Q2"":46,""Q1->Q3"":46,""Q1->Q4"":53,""Q2->Q1"":58,""Q2->Q2"":49,""Q2->Q3"":56,""Q2->Q4"":44,""Q3->Q1"":53,""Q3->Q2"":54,""Q3->Q3"":48,""Q3->Q4"":52,""Q4->Q1"":34,""Q4->Q2"":58,""Q4->Q3"":57,""Q4->Q4"":58}",,headline
climate_weather,politics_conflict,adjusted_pog,near_bi_both,2415,105,105,0.47315985900891566,0.5896470547529219,0.20930232558139536,0.38461538461538464,0.34615384615384615,0.34615384615384615,0.5555555555555556,0.5555555555555556,0.11538461538461539,0.038461538461538464,"{""Q1->Q1"":15,""Q1->Q2"":7,""Q1->Q3"":4,""Q1->Q4"":1,""Q2->Q1"":6,""Q2->Q2"":9,""Q2->Q3"":6,""Q2->Q4"":5,""Q3->Q1"":3,""Q3->Q2"":5,""Q3->Q3"":7,""Q3->Q4"":11,""Q4->Q1"":3,""Q4->Q2"":5,""Q4->Q3"":9,""Q4->Q4"":9}",,headline
climate_weather,politics_conflict,high_loss_lift,near_bi_both,2415,105,105,0.29798439245484815,0.35732159400043234,0.23809523809523808,0.2558139534883721,0.38461538461538464,0.38461538461538464,0.4074074074074074,0.4074074074074074,0.15384615384615385,0.07692307692307693,"{""Q1->Q1"":11,""Q1->Q2"":9,""Q1->Q3"":5,""Q1->Q4"":2,""Q2->Q1"":7,""Q2->Q2"":8,""Q2->Q3"":6,""Q2->Q4"":5,""Q3->Q1"":5,""Q3->Q2"":3,""Q3->Q3"":9,""Q3->Q4"":9,""Q4->Q1"":4,""Q4->Q2"":6,""Q4->Q3"":6,""Q4->Q4"":10}",,headline
climate_weather,politics_conflict,adjusted_loss_corr,near_bi_both,2415,105,105,0.1834957495334854,0.20003414425859303,0.3333333333333333,0.14893617021276595,0.5,0.5,0.25925925925925924,0.25925925925925924,0.19230769230769232,0.15384615384615385,"{""Q1->Q1"":7,""Q1->Q2"":8,""Q1->Q3"":8,""Q1->Q4"":4,""Q2->Q1"":9,""Q2->Q2"":7,""Q2->Q3"":6,""Q2->Q4"":4,""Q3->Q1"":6,""Q3->Q2"":8,""Q3->Q3"":7,""Q3->Q4"":5,""Q4->Q1"":5,""Q4->Q2"":3,""Q4->Q3"":5,""Q4->Q4"":13}",,headline
climate_weather,politics_conflict,adjusted_pog,eligible_both,2415,828,828,0.38260953699683126,0.44937298563026096,0.19653179190751446,0.3754152823920266,0.3285024154589372,0.3285024154589372,0.5458937198067633,0.5458937198067633,0.1111111111111111,0.0821256038647343,"{""Q1->Q1"":113,""Q1->Q2"":49,""Q1->Q3"":28,""Q1->Q4"":17,""Q2->Q1"":43,""Q2->Q2"":63,""Q2->Q3"":56,""Q2->Q4"":45,""Q3->Q1"":28,""Q3->Q2"":50,""Q3->Q3"":52,""Q3->Q4"":77,""Q4->Q1"":23,""Q4->Q2"":45,""Q4->Q3"":71,""Q4->Q4"":68}",,headline
climate_weather,politics_conflict,high_loss_lift,eligible_both,2415,828,828,0.27688033160651343,0.2987928487633548,0.23952095808383234,0.21052631578947367,0.3864734299516908,0.3864734299516908,0.34782608695652173,0.34782608695652173,0.1111111111111111,0.10628019323671498,"{""Q1->Q1"":72,""Q1->Q2"":60,""Q1->Q3"":53,""Q1->Q4"":22,""Q2->Q1"":67,""Q2->Q2"":48,""Q2->Q3"":46,""Q2->Q4"":46,""Q3->Q1"":45,""Q3->Q2"":48,""Q3->Q3"":55,""Q3->Q4"":59,""Q4->Q1"":23,""Q4->Q2"":51,""Q4->Q3"":53,""Q4->Q4"":80}",,headline
climate_weather,politics_conflict,adjusted_loss_corr,eligible_both,2415,828,828,0.22946815158502462,0.2434712308509171,0.2857142857142857,0.1694915254237288,0.4444444444444444,0.4444444444444444,0.2898550724637681,0.2898550724637681,0.18840579710144928,0.15458937198067632,"{""Q1->Q1"":60,""Q1->Q2"":58,""Q1->Q3"":57,""Q1->Q4"":32,""Q2->Q1"":61,""Q2->Q2"":60,""Q2->Q3"":53,""Q2->Q4"":33,""Q3->Q1"":47,""Q3->Q2"":51,""Q3->Q3"":59,""Q3->Q4"":50,""Q4->Q1"":39,""Q4->Q2"":38,""Q4->Q3"":38,""Q4->Q4"":92}",,headline
climate_weather,sports,adjusted_pog,near_bi_both,2415,65,65,0.4433566433566434,0.31272591308570385,0.23076923076923078,0.25925925925925924,0.375,0.375,0.4117647058823529,0.4117647058823529,0.1875,0.0,"{""Q1->Q1"":7,""Q1->Q2"":7,""Q1->Q3"":3,""Q1->Q4"":0,""Q2->Q1"":6,""Q2->Q2"":5,""Q2->Q3"":4,""Q2->Q4"":1,""Q3->Q1"":1,""Q3->Q2"":1,""Q3->Q3"":5,""Q3->Q4"":9,""Q4->Q1"":3,""Q4->Q2"":3,""Q4->Q3"":4,""Q4->Q4"":6}",,limited
climate_weather,sports,high_loss_lift,near_bi_both,2415,65,65,0.012000131407694611,0.027992293936334636,0.18518518518518517,0.0967741935483871,0.3125,0.3125,0.17647058823529413,0.17647058823529413,0.3125,0.1875,"{""Q1->Q1"":3,""Q1->Q2"":6,""Q1->Q3"":5,""Q1->Q4"":3,""Q2->Q1"":3,""Q2->Q2"":4,""Q2->Q3"":5,""Q2->Q4"":4,""Q3->Q1"":6,""Q3->Q2"":3,""Q3->Q3"":3,""Q3->Q4"":4,""Q4->Q1"":5,""Q4->Q2"":3,""Q4->Q3"":3,""Q4->Q4"":5}",,limited
climate_weather,sports,adjusted_loss_corr,near_bi_both,2415,65,65,0.14759615384615385,0.12811824663518118,0.28,0.1724137931034483,0.4375,0.4375,0.29411764705882354,0.29411764705882354,0.3125,0.0625,"{""Q1->Q1"":5,""Q1->Q2"":4,""Q1->Q3"":7,""Q1->Q4"":1,""Q2->Q1"":5,""Q2->Q2"":4,""Q2->Q3"":4,""Q2->Q4"":3,""Q3->Q1"":2,""Q3->Q2"":6,""Q3->Q3"":3,""Q3->Q4"":5,""Q4->Q1"":5,""Q4->Q2"":2,""Q4->Q3"":2,""Q4->Q4"":7}",,limited
climate_weather,sports,adjusted_pog,eligible_both,2415,828,828,-0.014480218010580522,-0.04217903609800281,0.13114754098360656,0.11290322580645161,0.2318840579710145,0.2318840579710145,0.2028985507246377,0.2028985507246377,0.30434782608695654,0.2608695652173913,"{""Q1->Q1"":42,""Q1->Q2"":43,""Q1->Q3"":68,""Q1->Q4"":54,""Q2->Q1"":64,""Q2->Q2"":60,""Q2->Q3"":42,""Q2->Q4"":41,""Q3->Q1"":38,""Q3->Q2"":57,""Q3->Q3"":48,""Q3->Q4"":64,""Q4->Q1"":63,""Q4->Q2"":47,""Q4->Q3"":49,""Q4->Q4"":48}",,headline
climate_weather,sports,high_loss_lift,eligible_both,2415,828,828,0.16715670592305445,0.1388703476624967,0.18285714285714286,0.20348837209302326,0.30917874396135264,0.30917874396135264,0.33816425120772947,0.33816425120772947,0.1932367149758454,0.19806763285024154,"{""Q1->Q1"":70,""Q1->Q2"":42,""Q1->Q3"":54,""Q1->Q4"":41,""Q2->Q1"":58,""Q2->Q2"":66,""Q2->Q3"":39,""Q2->Q4"":44,""Q3->Q1"":39,""Q3->Q2"":48,""Q3->Q3"":62,""Q3->Q4"":58,""Q4->Q1"":40,""Q4->Q2"":51,""Q4->Q3"":52,""Q4->Q4"":64}",,headline
climate_weather,sports,adjusted_loss_corr,eligible_both,2415,828,828,0.24652408918786078,0.25462570887601,0.310126582278481,0.1794871794871795,0.47342995169082125,0.47342995169082125,0.30434782608695654,0.30434782608695654,0.1497584541062802,0.17391304347826086,"{""Q1->Q1"":63,""Q1->Q2"":50,""Q1->Q3"":58,""Q1->Q4"":36,""Q2->Q1"":66,""Q2->Q2"":63,""Q2->Q3"":47,""Q2->Q4"":31,""Q3->Q1"":47,""Q3->Q2"":61,""Q3->Q3"":57,""Q3->Q4"":42,""Q4->Q1"":31,""Q4->Q2"":33,""Q4->Q3"":45,""Q4->Q4"":98}",,headline
climate_weather,technology_ai,adjusted_pog,near_bi_both,2415,16,16,,,0.3333333333333333,0.14285714285714285,0.5,0.5,0.25,0.25,0.25,0.0,"{""Q1->Q1"":1,""Q1->Q2"":2,""Q1->Q3"":1,""Q1->Q4"":0,""Q2->Q1"":1,""Q2->Q2"":2,""Q2->Q3"":1,""Q2->Q4"":0,""Q3->Q1"":1,""Q3->Q2"":0,""Q3->Q3"":1,""Q3->Q4"":2,""Q4->Q1"":1,""Q4->Q2"":0,""Q4->Q3"":1,""Q4->Q4"":2}",defined_pair_count_16_below_reporting_min_30,insufficient
climate_weather,technology_ai,high_loss_lift,near_bi_both,2415,16,16,,,0.14285714285714285,0.5,0.25,0.25,0.75,0.6,0.0,0.0,"{""Q1->Q1"":3,""Q1->Q2"":0,""Q1->Q3"":1,""Q1->Q4"":0,""Q2->Q1"":2,""Q2->Q2"":1,""Q2->Q3"":0,""Q2->Q4"":1,""Q3->Q1"":0,""Q3->Q2"":1,""Q3->Q3"":1,""Q3->Q4"":2,""Q4->Q1"":0,""Q4->Q2"":1,""Q4->Q3"":2,""Q4->Q4"":1}",defined_pair_count_16_below_reporting_min_30,insufficient
climate_weather,technology_ai,adjusted_loss_corr,near_bi_both,2415,16,16,,,0.0,0.3333333333333333,0.0,0.0,0.5,0.5,0.25,0.0,"{""Q1->Q1"":2,""Q1->Q2"":0,""Q1->Q3"":2,""Q1->Q4"":0,""Q2->Q1"":1,""Q2->Q2"":0,""Q2->Q3"":1,""Q2->Q4"":2,""Q3->Q1"":0,""Q3->Q2"":2,""Q3->Q3"":0,""Q3->Q4"":2,""Q4->Q1"":1,""Q4->Q2"":2,""Q4->Q3"":1,""Q4->Q4"":0}",defined_pair_count_16_below_reporting_min_30,insufficient
climate_weather,technology_ai,adjusted_pog,eligible_both,2415,185,185,0.40176831810772906,0.40836567557037534,0.24324324324324326,0.323943661971831,0.391304347826087,0.391304347826087,0.48936170212765956,0.48936170212765956,0.08695652173913043,0.10869565217391304,"{""Q1->Q1"":23,""Q1->Q2"":13,""Q1->Q3"":6,""Q1->Q4"":5,""Q2->Q1"":13,""Q2->Q2"":12,""Q2->Q3"":10,""Q2->Q4"":11,""Q3->Q1"":7,""Q3->Q2"":10,""Q3->Q3"":17,""Q3->Q4"":12,""Q4->Q1"":4,""Q4->Q2"":11,""Q4->Q3"":13,""Q4->Q4"":18}",,headline
climate_weather,technology_ai,high_loss_lift,eligible_both,2415,185,185,0.2965642666793802,0.2984402953489582,0.28,0.23684210526315788,0.45652173913043476,0.42,0.3829787234042553,0.3829787234042553,0.08695652173913043,0.06,"{""Q1->Q1"":18,""Q1->Q2"":15,""Q1->Q3"":11,""Q1->Q4"":3,""Q2->Q1"":16,""Q2->Q2"":8,""Q2->Q3"":11,""Q2->Q4"":11,""Q3->Q1"":9,""Q3->Q2"":13,""Q3->Q3"":9,""Q3->Q4"":15,""Q4->Q1"":4,""Q4->Q2"":10,""Q4->Q3"":11,""Q4->Q4"":21}",,headline
climate_weather,technology_ai,adjusted_loss_corr,eligible_both,2415,185,185,0.2804594215533907,0.20483672662398,0.24324324324324326,0.22077922077922077,0.391304347826087,0.391304347826087,0.3617021276595745,0.3617021276595745,0.13043478260869565,0.13043478260869565,"{""Q1->Q1"":17,""Q1->Q2"":16,""Q1->Q3"":8,""Q1->Q4"":6,""Q2->Q1"":16,""Q2->Q2"":10,""Q2->Q3"":12,""Q2->Q4"":8,""Q3->Q1"":8,""Q3->Q2"":11,""Q3->Q3"":13,""Q3->Q4"":14,""Q4->Q1"":6,""Q4->Q2"":9,""Q4->Q3"":13,""Q4->Q4"":18}",,headline
entertainment_culture,finance_economics,adjusted_pog,near_bi_both,2415,4,4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""Q1->Q1"":0,""Q1->Q2"":1,""Q1->Q3"":0,""Q1->Q4"":0,""Q2->Q1"":1,""Q2->Q2"":0,""Q2->Q3"":0,""Q2->Q4"":0,""Q3->Q1"":0,""Q3->Q2"":0,""Q3->Q3"":0,""Q3->Q4"":1,""Q4->Q1"":0,""Q4->Q2"":0,""Q4->Q3"":1,""Q4->Q4"":0}",defined_pair_count_4_below_reporting_min_30,insufficient
entertainment_culture,finance_economics,high_loss_lift,near_bi_both,2415,4,4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"{""Q1->Q1"":0,""Q1->Q2"":1,""Q1->Q3"":0,""Q1->Q4"":1,""Q2->Q1"":0,""Q2->Q2"":0,""Q2->Q3"":0,""Q2->Q4"":0,""Q3->Q1"":1,""Q3->Q2"":0,""Q3->Q3"":0,""Q3->Q4"":0,""Q4->Q1"":0,""Q4->Q2"":0,""Q4->Q3"":1,""Q4->Q4"":0}",defined_pair_count_4_below_reporting_min_30,insufficient
entertainment_culture,finance_economics,adjusted_loss_corr,near_bi_both,2415,4,4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""Q1->Q1"":0,""Q1->Q2"":1,""Q1->Q3"":0,""Q1->Q4"":0,""Q2->Q1"":1,""Q2->Q2"":0,""Q2->Q3"":0,""Q2->Q4"":0,""Q3->Q1"":0,""Q3->Q2"":0,""Q3->Q3"":0,""Q3->Q4"":1,""Q4->Q1"":0,""Q4->Q2"":0,""Q4->Q3"":1,""Q4->Q4"":0}",defined_pair_count_4_below_reporting_min_30,insufficient
entertainment_culture,finance_economics,adjusted_pog,eligible_both,2415,12,12,,,0.5,0.2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,"{""Q1->Q1"":1,""Q1->Q2"":1,""Q1->Q3"":1,""Q1->Q4"":0,""Q2->Q1"":0,""Q2->Q2"":2,""Q2->Q3"":0,""Q2->Q4"":1,""Q3->Q1"":2,""Q3->Q2"":0,""Q3->Q3"":1,""Q3->Q4"":0,""Q4->Q1"":0,""Q4->Q2"":0,""Q4->Q3"":1,""Q4->Q4"":2}",defined_pair_count_12_below_reporting_min_30,insufficient
entertainment_culture,finance_economics,high_loss_lift,eligible_both,2415,12,12,,,0.25,0.16666666666666666,0.5,0.3333333333333333,0.25,0.3333333333333333,0.0,0.3333333333333333,"{""Q1->Q1"":1,""Q1->Q2"":0,""Q1->Q3"":2,""Q1->Q4"":1,""Q2->Q1"":1,""Q2->Q2"":1,""Q2->Q3"":0,""Q2->Q4"":1,""Q3->Q1"":1,""Q3->Q2"":1,""Q3->Q3"":1,""Q3->Q4"":0,""Q4->Q1"":0,""Q4->Q2"":1,""Q4->Q3"":0,""Q4->Q4"":1}",defined_pair_count_12_below_reporting_min_30,insufficient
entertainment_culture,finance_economics,adjusted_loss_corr,eligible_both,2415,12,12,,,0.0,0.5,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,"{""Q1->Q1"":2,""Q1->Q2"":0,""Q1->Q3"":1,""Q1->Q4"":0,""Q2->Q1"":0,""Q2->Q2"":0,""Q2->Q3"":1,""Q2->Q4"":2,""Q3->Q1"":1,""Q3->Q2"":1,""Q3->Q3"":0,""Q3->Q4"":1,""Q4->Q1"":0,""Q4->Q2"":2,""Q4->Q3"":1,""Q4->Q4"":0}",defined_pair_count_12_below_reporting_min_30,insufficient
entertainment_culture,health_science,adjusted_pog,near_bi_both,2415,3,3,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"{""Q1->Q1"":0,""Q1->Q2"":1,""Q1->Q3"":0,""Q1->Q4"":0,""Q2->Q1"":0,""Q2->Q2"":0,""Q2->Q3"":0,""Q2->Q4"":1,""Q3->Q1"":0,""Q3->Q2"":0,""Q3->Q3"":0,""Q3->Q4"":0,""Q4->Q1"":1,""Q4->Q2"":0,""Q4->Q3"":0,""Q4->Q4"":0}",defined_pair_count_3_below_reporting_min_30,insufficient
entertainment_culture,health_science,high_loss_lift,near_bi_both,2415,3,1,,,,,,,,,,,"{""Q1->Q1"":0,""Q1->Q2"":0,""Q1->Q3"":0,""Q1->Q4"":0,""Q2->Q1"":0,""Q2->Q2"":1,""Q2->Q3"":0,""Q2->Q4"":0,""Q3->Q1"":0,""Q3->Q2"":0,""Q3->Q3"":0,""Q3->Q4"":0,""Q4->Q1"":0,""Q4->Q2"":0,""Q4->Q3"":0,""Q4->Q4"":0}",defined_pair_count_1_below_reporting_min_30;fewer_than_3_values,insufficient
