pair_id,model_a,model_b,split,train_fold,train_bi_gap,train_category_coverage,test_scope,test_events,test_targets,test_event_fraction,fallback_event_fraction,method,brier,bi,ece
p-d25179e1b1ba,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (scratchpad with news),20260910,0,1.0246638238988766,0.6164383561643836,complementary,100,470,0.5714285714285714,0.0,simple_mean,0.2267858999999996,52.377956784698995,0.1375425531914892
p-d25179e1b1ba,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (scratchpad with news),20260910,0,1.0246638238988766,0.6164383561643836,complementary,100,470,0.5714285714285714,0.0,log_odds_mean,0.22421232132011173,52.64893651457111,0.13231092628940544
p-d25179e1b1ba,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (scratchpad with news),20260910,0,1.0246638238988766,0.6164383561643836,complementary,100,470,0.5714285714285714,0.0,ec_w0_56,0.22388139756804623,52.68389306292769,0.13175103487900966
p-d25179e1b1ba,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (scratchpad with news),20260910,0,1.0246638238988766,0.6164383561643836,complementary,100,470,0.5714285714285714,0.0,piecewise_odds,0.22285763350365217,52.79220048512617,0.1268799441718371
p-d25179e1b1ba,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (scratchpad with news),20260910,0,1.0246638238988766,0.6164383561643836,complementary,100,470,0.5714285714285714,0.0,model_a,0.2369558999999994,51.32188376693287,0.1317872340425532
p-d25179e1b1ba,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (scratchpad with news),20260910,0,1.0246638238988766,0.6164383561643836,complementary,100,470,0.5714285714285714,0.0,model_b,0.23572539999999934,51.448439777902166,0.1522340425531914
p-d25179e1b1ba,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (scratchpad with news),20260910,0,1.0246638238988766,0.6164383561643836,complementary,100,470,0.5714285714285714,0.0,train_selected_single,0.23572539999999934,51.448439777902166,0.1522340425531914
p-d25179e1b1ba,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (scratchpad with news),20260910,0,1.0246638238988766,0.6164383561643836,all,175,760,1.0,0.42857142857142816,type_selection,0.21296645714285753,53.851711067163336,0.1612894736842104
p-d25179e1b1ba,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (scratchpad with news),20260910,0,1.0246638238988766,0.6164383561643836,all,175,760,1.0,0.42857142857142816,simple_mean,0.21456954285714355,53.67834816663556,0.16544736842105254
p-d25179e1b1ba,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (scratchpad with news),20260910,0,1.0246638238988766,0.6164383561643836,all,175,760,1.0,0.42857142857142816,log_odds_mean,0.21160150352454546,53.99983657370928,0.16004341193503124
p-d25179e1b1ba,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (scratchpad with news),20260910,0,1.0246638238988766,0.6164383561643836,all,175,760,1.0,0.42857142857142816,ec_w0_56,0.2104269697476929,54.12768048728156,0.157642823651013
p-d25179e1b1ba,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (scratchpad with news),20260910,0,1.0246638238988766,0.6164383561643836,all,175,760,1.0,0.42857142857142816,piecewise_odds,0.2096700821091678,54.210254192759734,0.15148870252873461
p-d25179e1b1ba,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (scratchpad with news),20260910,0,1.0246638238988766,0.6164383561643836,all,175,760,1.0,0.42857142857142816,model_a,0.23162919999999965,51.872128657086904,0.15934210526315776
p-d25179e1b1ba,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (scratchpad with news),20260910,0,1.0246638238988766,0.6164383561643836,all,175,760,1.0,0.42857142857142816,model_b,0.21714222857142895,53.4014776445187,0.17063157894736822
p-d25179e1b1ba,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (scratchpad with news),20260910,0,1.0246638238988766,0.6164383561643836,all,175,760,1.0,0.42857142857142816,train_selected_single,0.21714222857142895,53.4014776445187,0.17063157894736822
p-b18dd28f4a0f,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot with freeze values),20260910,0,2.5493550111412375,0.610738255033557,complementary,102,472,0.56353591160221,0.0,type_selection,0.21877755147058833,53.22633738196374,0.12838877118644051
p-b18dd28f4a0f,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot with freeze values),20260910,0,2.5493550111412375,0.610738255033557,complementary,102,472,0.56353591160221,0.0,simple_mean,0.21452955279411767,53.68266493049091,0.13068940677966112
p-b18dd28f4a0f,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot with freeze values),20260910,0,2.5493550111412375,0.610738255033557,complementary,102,472,0.56353591160221,0.0,log_odds_mean,0.2089203147301147,54.29219817907289,0.1196544877685005
p-b18dd28f4a0f,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot with freeze values),20260910,0,2.5493550111412375,0.610738255033557,complementary,102,472,0.56353591160221,0.0,ec_w0_56,0.20810285175058063,54.38170852053086,0.11843459263099894
p-b18dd28f4a0f,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot with freeze values),20260910,0,2.5493550111412375,0.610738255033557,complementary,102,472,0.56353591160221,0.0,piecewise_odds,0.20649118260404742,54.55869911588715,0.11240222635239204
p-b18dd28f4a0f,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot with freeze values),20260910,0,2.5493550111412375,0.610738255033557,complementary,102,472,0.56353591160221,0.0,model_a,0.23351166666666617,51.676955118011634,0.1319915254237288
p-b18dd28f4a0f,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot with freeze values),20260910,0,2.5493550111412375,0.610738255033557,complementary,102,472,0.56353591160221,0.0,model_b,0.2148455641176471,53.64856376360629,0.1385843220338986
p-b18dd28f4a0f,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot with freeze values),20260910,0,2.5493550111412375,0.610738255033557,complementary,102,472,0.56353591160221,0.0,train_selected_single,0.2148455641176471,53.64856376360629,0.1385843220338986
p-b18dd28f4a0f,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot with freeze values),20260910,0,2.5493550111412375,0.610738255033557,all,181,766,1.0,0.4364640883977898,type_selection,0.19672898104753622,55.645859150747135,0.149519386084465
p-b18dd28f4a0f,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot with freeze values),20260910,0,2.5493550111412375,0.610738255033557,all,181,766,1.0,0.4364640883977898,simple_mean,0.20078032112787897,55.191482826601046,0.15787411862969977
p-b18dd28f4a0f,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot with freeze values),20260910,0,2.5493550111412375,0.610738255033557,all,181,766,1.0,0.4364640883977898,log_odds_mean,0.19389501817554847,55.96648796932631,0.14674373191007584
p-b18dd28f4a0f,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot with freeze values),20260910,0,2.5493550111412375,0.610738255033557,all,181,766,1.0,0.4364640883977898,ec_w0_56,0.1921971683584451,56.15970251487279,0.14355904236311987
p-b18dd28f4a0f,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot with freeze values),20260910,0,2.5493550111412375,0.610738255033557,all,181,766,1.0,0.4364640883977898,piecewise_odds,0.19104806502374994,56.29095459475808,0.13710637494736092
p-b18dd28f4a0f,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot with freeze values),20260910,0,2.5493550111412375,0.610738255033557,all,181,766,1.0,0.4364640883977898,model_a,0.22849563535911688,52.198782927720664,0.15960835509138366
p-b18dd28f4a0f,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot with freeze values),20260910,0,2.5493550111412375,0.610738255033557,all,181,766,1.0,0.4364640883977898,model_b,0.19451316497018817,55.896353328756575,0.15517382472676264
p-b18dd28f4a0f,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot with freeze values),20260910,0,2.5493550111412375,0.610738255033557,all,181,766,1.0,0.4364640883977898,train_selected_single,0.19451316497018817,55.896353328756575,0.15517382472676264
p-7523bcac6922,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot),20260910,0,2.1591118149989654,0.610738255033557,complementary,102,472,0.56353591160221,0.0,type_selection,0.2221492156862746,52.86729206949015,0.12908898305084732
p-7523bcac6922,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot),20260910,0,2.1591118149989654,0.610738255033557,complementary,102,472,0.56353591160221,0.0,simple_mean,0.22136919117647064,52.95011252123225,0.13088983050847466
p-7523bcac6922,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot),20260910,0,2.1591118149989654,0.610738255033557,complementary,102,472,0.56353591160221,0.0,log_odds_mean,0.21714633802686528,53.40103670392813,0.11964814527548508
p-7523bcac6922,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot),20260910,0,2.1591118149989654,0.610738255033557,complementary,102,472,0.56353591160221,0.0,ec_w0_56,0.21654162357266607,53.465966908867,0.11876905904927339
p-7523bcac6922,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot),20260910,0,2.1591118149989654,0.610738255033557,complementary,102,472,0.56353591160221,0.0,piecewise_odds,0.21577760203360935,53.54813221907979,0.1133711180558781
p-7523bcac6922,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot),20260910,0,2.1591118149989654,0.610738255033557,complementary,102,472,0.56353591160221,0.0,model_a,0.23351166666666617,51.676955118011634,0.1319915254237288
p-7523bcac6922,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot),20260910,0,2.1591118149989654,0.610738255033557,complementary,102,472,0.56353591160221,0.0,model_b,0.22557843137254907,52.504902213749574,0.13868644067796637
p-7523bcac6922,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot),20260910,0,2.1591118149989654,0.610738255033557,complementary,102,472,0.56353591160221,0.0,train_selected_single,0.22557843137254907,52.504902213749574,0.13868644067796637
p-7523bcac6922,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot),20260910,0,2.1591118149989654,0.610738255033557,all,181,766,1.0,0.4364640883977898,type_selection,0.21790265193370267,53.319955876873614,0.1550783289817235
p-7523bcac6922,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot),20260910,0,2.1591118149989654,0.610738255033557,all,181,766,1.0,0.4364640883977898,simple_mean,0.21630567679558085,53.49132588477921,0.16030026109660572
p-7523bcac6922,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot),20260910,0,2.1591118149989654,0.610738255033557,all,181,766,1.0,0.4364640883977898,log_odds_mean,0.21349078938180654,53.794936491569835,0.1505670895415293
p-7523bcac6922,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot),20260910,0,2.1591118149989654,0.610738255033557,all,181,766,1.0,0.4364640883977898,ec_w0_56,0.21245635453250464,53.90701197226365,0.14786251943959444
p-7523bcac6922,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot),20260910,0,2.1591118149989654,0.610738255033557,all,181,766,1.0,0.4364640883977898,piecewise_odds,0.21169552126608193,53.989618425176914,0.14251784627415653
p-7523bcac6922,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot),20260910,0,2.1591118149989654,0.610738255033557,all,181,766,1.0,0.4364640883977898,model_a,0.22849563535911688,52.198782927720664,0.15960835509138366
p-7523bcac6922,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot),20260910,0,2.1591118149989654,0.610738255033557,all,181,766,1.0,0.4364640883977898,model_b,0.21983513812154806,53.11342003072221,0.1609921671018279
p-7523bcac6922,Claude-2.1 (scratchpad with freeze values),Claude-2.1 (zero shot),20260910,0,2.1591118149989654,0.610738255033557,all,181,766,1.0,0.4364640883977898,train_selected_single,0.21983513812154806,53.11342003072221,0.1609921671018279
p-d54e81074b0a,Claude-2.1 (scratchpad with freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with SECOND news),20260910,0,3.6737956916170305,0.6107382550335569,complementary,102,472,0.56353591160221,0.0,type_selection,0.2204327450980387,53.04973428211096,0.12868644067796606
p-d54e81074b0a,Claude-2.1 (scratchpad with freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with SECOND news),20260910,0,3.6737956916170305,0.6107382550335569,complementary,102,472,0.56353591160221,0.0,simple_mean,0.2225627558823529,52.82344269848076,0.13712076271186432
p-d54e81074b0a,Claude-2.1 (scratchpad with freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with SECOND news),20260910,0,3.6737956916170305,0.6107382550335569,complementary,102,472,0.56353591160221,0.0,log_odds_mean,0.2199062351324033,53.10583883547939,0.13123779939103675
p-d54e81074b0a,Claude-2.1 (scratchpad with freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with SECOND news),20260910,0,3.6737956916170305,0.6107382550335569,complementary,102,472,0.56353591160221,0.0,ec_w0_56,0.2196544044855791,53.13269748688547,0.13122761854178083
p-d54e81074b0a,Claude-2.1 (scratchpad with freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with SECOND news),20260910,0,3.6737956916170305,0.6107382550335569,complementary,102,472,0.56353591160221,0.0,piecewise_odds,0.21776024081828646,53.33521233110704,0.12517881940407383
p-d54e81074b0a,Claude-2.1 (scratchpad with freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with SECOND news),20260910,0,3.6737956916170305,0.6107382550335569,complementary,102,472,0.56353591160221,0.0,model_a,0.23351166666666617,51.676955118011634,0.1319915254237288
p-d54e81074b0a,Claude-2.1 (scratchpad with freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with SECOND news),20260910,0,3.6737956916170305,0.6107382550335569,complementary,102,472,0.56353591160221,0.0,model_b,0.22650578823529366,52.40737575681567,0.15275847457627106
p-d54e81074b0a,Claude-2.1 (scratchpad with freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with SECOND news),20260910,0,3.6737956916170305,0.6107382550335569,complementary,102,472,0.56353591160221,0.0,train_selected_single,0.22650578823529366,52.40737575681567,0.15275847457627106
p-d54e81074b0a,Claude-2.1 (scratchpad with freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with SECOND news),20260910,0,3.6737956916170305,0.6107382550335569,all,181,766,1.0,0.4364640883977898,type_selection,0.1951352486187854,55.82588443230749,0.14022193211488246
p-d54e81074b0a,Claude-2.1 (scratchpad with freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with SECOND news),20260910,0,3.6737956916170305,0.6107382550335569,all,181,766,1.0,0.4364640883977898,simple_mean,0.20237301712707237,55.014111420683,0.15696605744125322
p-d54e81074b0a,Claude-2.1 (scratchpad with freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with SECOND news),20260910,0,3.6737956916170305,0.6107382550335569,all,181,766,1.0,0.4364640883977898,log_odds_mean,0.1975123653646782,55.55763672297813,0.14488799946509073
p-d54e81074b0a,Claude-2.1 (scratchpad with freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with SECOND news),20260910,0,3.6737956916170305,0.6107382550335569,all,181,766,1.0,0.4364640883977898,ec_w0_56,0.1957265945684085,55.75900152930446,0.14208534894736938
p-d54e81074b0a,Claude-2.1 (scratchpad with freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with SECOND news),20260910,0,3.6737956916170305,0.6107382550335569,all,181,766,1.0,0.4364640883977898,piecewise_odds,0.19472197988491788,55.87268647595711,0.1349164216728725
p-d54e81074b0a,Claude-2.1 (scratchpad with freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with SECOND news),20260910,0,3.6737956916170305,0.6107382550335569,all,181,766,1.0,0.4364640883977898,model_a,0.22849563535911688,52.198782927720664,0.15960835509138366
p-d54e81074b0a,Claude-2.1 (scratchpad with freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with SECOND news),20260910,0,3.6737956916170305,0.6107382550335569,all,181,766,1.0,0.4364640883977898,model_b,0.19855762651933792,55.440194511270825,0.1540626631853785
p-d54e81074b0a,Claude-2.1 (scratchpad with freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with SECOND news),20260910,0,3.6737956916170305,0.6107382550335569,all,181,766,1.0,0.4364640883977898,train_selected_single,0.19855762651933792,55.440194511270825,0.1540626631853785
p-ac39e23cd184,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news with freeze values),20260910,0,3.2398807613673313,0.610738255033557,complementary,102,472,0.56353591160221,0.0,type_selection,0.24459745098039143,50.543205625476354,0.20313559322033875
p-ac39e23cd184,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news with freeze values),20260910,0,3.2398807613673313,0.610738255033557,complementary,102,472,0.56353591160221,0.0,simple_mean,0.2472184068627444,50.27893737431345,0.19507415254237281
p-ac39e23cd184,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news with freeze values),20260910,0,3.2398807613673313,0.610738255033557,complementary,102,472,0.56353591160221,0.0,log_odds_mean,0.2450060602099532,50.50191314707677,0.19150726177138622
p-ac39e23cd184,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news with freeze values),20260910,0,3.2398807613673313,0.610738255033557,complementary,102,472,0.56353591160221,0.0,ec_w0_56,0.2469159442698579,50.309362625353856,0.19679821197875544
p-ac39e23cd184,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news with freeze values),20260910,0,3.2398807613673313,0.610738255033557,complementary,102,472,0.56353591160221,0.0,piecewise_odds,0.24450608247692066,50.55244369264336,0.18864897928480096
p-ac39e23cd184,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news with freeze values),20260910,0,3.2398807613673313,0.610738255033557,complementary,102,472,0.56353591160221,0.0,model_a,0.23351166666666617,51.676955118011634,0.1319915254237288
p-ac39e23cd184,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news with freeze values),20260910,0,3.2398807613673313,0.610738255033557,complementary,102,472,0.56353591160221,0.0,model_b,0.28490705882352924,46.62331418835287,0.26705508474576284
p-ac39e23cd184,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news with freeze values),20260910,0,3.2398807613673313,0.610738255033557,complementary,102,472,0.56353591160221,0.0,train_selected_single,0.23351166666666617,51.676955118011634,0.1319915254237288
p-ac39e23cd184,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news with freeze values),20260910,0,3.2398807613673313,0.610738255033557,all,181,766,1.0,0.4364640883977898,type_selection,0.23474287292817742,51.549729316733696,0.20879895561357695
p-ac39e23cd184,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news with freeze values),20260910,0,3.2398807613673313,0.610738255033557,all,181,766,1.0,0.4364640883977898,simple_mean,0.2391919613259671,51.0927447789219,0.22507180156657972
p-ac39e23cd184,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news with freeze values),20260910,0,3.2398807613673313,0.610738255033557,all,181,766,1.0,0.4364640883977898,log_odds_mean,0.2379202799021396,51.22292752715272,0.22255644904663588
p-ac39e23cd184,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news with freeze values),20260910,0,3.2398807613673313,0.610738255033557,all,181,766,1.0,0.4364640883977898,ec_w0_56,0.23897738265742163,51.11468700545924,0.22621586979446953
p-ac39e23cd184,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news with freeze values),20260910,0,3.2398807613673313,0.610738255033557,all,181,766,1.0,0.4364640883977898,piecewise_odds,0.23720355037707908,51.296452862539965,0.2190439824522696
p-ac39e23cd184,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news with freeze values),20260910,0,3.2398807613673313,0.610738255033557,all,181,766,1.0,0.4364640883977898,model_a,0.22849563535911688,52.198782927720664,0.15960835509138366
p-ac39e23cd184,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news with freeze values),20260910,0,3.2398807613673313,0.610738255033557,all,181,766,1.0,0.4364640883977898,model_b,0.2728481767955796,47.76512881268113,0.29053524804177594
p-ac39e23cd184,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news with freeze values),20260910,0,3.2398807613673313,0.610738255033557,all,181,766,1.0,0.4364640883977898,train_selected_single,0.22849563535911688,52.198782927720664,0.15960835509138366
p-579563a4e3ae,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news),20260910,0,3.2206714459062553,0.610738255033557,complementary,102,472,0.56353591160221,0.0,type_selection,0.2443033333333326,50.572949376547605,0.20271186440677944
p-579563a4e3ae,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news),20260910,0,3.2206714459062553,0.610738255033557,complementary,102,472,0.56353591160221,0.0,simple_mean,0.2487159558823522,50.12856971347701,0.19486228813559314
p-579563a4e3ae,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news),20260910,0,3.2206714459062553,0.610738255033557,complementary,102,472,0.56353591160221,0.0,log_odds_mean,0.2464526473173259,50.35600264711494,0.19125457636062013
p-579563a4e3ae,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news),20260910,0,3.2206714459062553,0.610738255033557,complementary,102,472,0.56353591160221,0.0,ec_w0_56,0.2484719985514008,50.153034339951965,0.19651646221559108
p-579563a4e3ae,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news),20260910,0,3.2206714459062553,0.610738255033557,complementary,102,472,0.56353591160221,0.0,piecewise_odds,0.24600918448393294,50.40068705274911,0.1883624804679865
p-579563a4e3ae,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news),20260910,0,3.2206714459062553,0.610738255033557,complementary,102,472,0.56353591160221,0.0,model_a,0.23351166666666617,51.676955118011634,0.1319915254237288
p-579563a4e3ae,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news),20260910,0,3.2206714459062553,0.610738255033557,complementary,102,472,0.56353591160221,0.0,model_b,0.28804431372548994,46.33024001120464,0.2666313559322035
p-579563a4e3ae,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news),20260910,0,3.2206714459062553,0.610738255033557,complementary,102,472,0.56353591160221,0.0,train_selected_single,0.23351166666666617,51.676955118011634,0.1319915254237288
p-579563a4e3ae,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news),20260910,0,3.2206714459062553,0.610738255033557,all,181,766,1.0,0.4364640883977898,type_selection,0.23457712707182382,51.566837077078695,0.20853785900783284
p-579563a4e3ae,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news),20260910,0,3.2206714459062553,0.610738255033557,all,181,766,1.0,0.4364640883977898,simple_mean,0.23944541436464115,51.0668400402507,0.22490861618798963
p-579563a4e3ae,Claude-2.1 (scratchpad with freeze values),Claude-3-Haiku-20240307 (scratchpad with news),20260910,0,3.2206714459062553,0.610738255033557,all,181,766,1.0,0.4364640883977898,log_odds_mean,0.23791386817049864,51.22358478009084,0.22240080742661367
