global_scope,comparison_mode,topic_id,metric_id,sample_id,n_focal_model_universe,n_reportable_focal_models,n_limited_focal_models,n_headline_focal_models,median_spearman,q25_spearman,q75_spearman,min_spearman,max_spearman,fraction_negative_spearman,median_defined_partners,mean_dependent_top_jaccard,mean_complementary_top_jaccard,reason,interpretation_status
official_full,leave_topic_out,finance_economics,adjusted_pog,eligible_both,263,263,201,62,0.34045004502901777,0.17034597892273787,0.468479324437583,-0.28944847952749625,0.778777871942488,0.06844106463878327,93.0,0.2783308621939568,0.2717738344626113,,headline
official_full,leave_topic_out,finance_economics,high_loss_lift,eligible_both,263,263,201,62,0.37963190917404177,0.19054500332978253,0.563800033150208,-0.31240044929739313,0.8204954673329062,0.060836501901140684,93.0,0.31291242767113153,0.2650555457107545,,headline
official_full,leave_topic_out,finance_economics,adjusted_loss_corr,eligible_both,263,263,201,62,0.459196362541509,0.2652114231147982,0.6283214712203092,-0.21882899603429082,0.8746278961973165,0.057034220532319393,93.0,0.35131837025843465,0.32019081944554595,,headline
official_full,leave_topic_out,health_science,adjusted_pog,near_bi_both,263,45,45,0,0.02406015037593985,-0.12809553332693757,0.2069162566250515,-0.443189829750417,0.5761564905381066,0.4222222222222222,28.0,0.14900839592049714,0.2017515687359094,,limited
official_full,leave_topic_out,health_science,high_loss_lift,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,health_science,adjusted_loss_corr,near_bi_both,263,45,45,0,0.253968253968254,0.07580663864732357,0.4497931871302712,-0.30788239141051366,0.710844179630324,0.17777777777777778,28.0,0.23795229948738722,0.2438469174211984,,limited
official_full,leave_topic_out,health_science,adjusted_pog,eligible_both,263,261,199,62,0.1857688674738716,0.04195188233535442,0.3075264493689628,-0.4835897217809436,0.5300684289330592,0.18773946360153257,93.0,0.22203413877115558,0.19956959730877913,,headline
official_full,leave_topic_out,health_science,high_loss_lift,eligible_both,263,157,157,0,0.13246580884778417,-0.031341529462007384,0.37629498403628275,-0.3265182595543567,0.8732947063380125,0.2802547770700637,48.0,0.26169217399376066,0.1529708498307055,,headline
official_full,leave_topic_out,health_science,adjusted_loss_corr,eligible_both,263,263,201,62,0.2570421927775071,0.09633584432152606,0.4166028545816517,-0.681777302097828,0.85486104217646,0.19771863117870722,93.0,0.2487141825934598,0.214068531585749,,headline
official_full,leave_topic_out,politics_conflict,adjusted_pog,near_bi_both,263,64,64,0,0.38867871259175607,0.22852158557803717,0.5300369287240878,-0.40996168582375486,0.9100790513833992,0.0625,24.0,0.3130982273445509,0.30451384552947053,,limited
official_full,leave_topic_out,politics_conflict,high_loss_lift,near_bi_both,263,64,64,0,0.32656497696274334,0.19964512430590822,0.4531965247799929,-0.2662337662337662,0.8428853754940712,0.125,24.0,0.2591539052246773,0.2725017650907744,,limited
official_full,leave_topic_out,politics_conflict,adjusted_loss_corr,near_bi_both,263,64,64,0,0.5150935405145509,0.3279751101892663,0.6363008601653188,0.05138339920948617,0.8577533577533579,0.0,24.0,0.4049774673855556,0.3439727806915307,,limited
official_full,leave_topic_out,politics_conflict,adjusted_pog,eligible_both,263,263,201,62,0.31284271284271287,0.14136402972158396,0.48082399209788884,-0.24980639130623902,0.7351010426052259,0.11406844106463879,93.0,0.27411024192704436,0.24926774924148024,,headline
official_full,leave_topic_out,politics_conflict,high_loss_lift,eligible_both,263,263,201,62,0.3586303270705863,0.1883705481066418,0.5366553363563205,-0.35349763702875725,0.7668751669194459,0.11406844106463879,93.0,0.3002997850175261,0.26366539916177284,,headline
official_full,leave_topic_out,politics_conflict,adjusted_loss_corr,eligible_both,263,263,201,62,0.4520455969681597,0.24062816045084337,0.5959891039869563,-0.42398117981643846,0.9123319696084162,0.07604562737642585,93.0,0.3516244053503566,0.28376818238204105,,headline
official_full,leave_topic_out,sports,adjusted_pog,near_bi_both,263,5,5,0,,,,,,,,,,reportable_focal_model_count_5_below_reporting_min_30,insufficient
official_full,leave_topic_out,sports,high_loss_lift,near_bi_both,263,5,5,0,,,,,,,,,,reportable_focal_model_count_5_below_reporting_min_30,insufficient
official_full,leave_topic_out,sports,adjusted_loss_corr,near_bi_both,263,5,5,0,,,,,,,,,,reportable_focal_model_count_5_below_reporting_min_30,insufficient
official_full,leave_topic_out,sports,adjusted_pog,eligible_both,263,263,201,62,0.35116969412154664,0.15633067415726046,0.4611321655575781,-0.401820832898958,0.728225806451613,0.13307984790874525,93.0,0.2662218129183926,0.24461988808667132,,headline
official_full,leave_topic_out,sports,high_loss_lift,eligible_both,263,263,201,62,0.3598743478453043,0.1832869993322868,0.5289851087860171,-0.4652758766679308,0.7789774791939713,0.07224334600760456,93.0,0.29864908448375993,0.258942114930106,,headline
official_full,leave_topic_out,sports,adjusted_loss_corr,eligible_both,263,263,201,62,0.4322013667154069,0.22373996598131957,0.5829040655734228,-0.3181960012481098,0.8231207526747447,0.06463878326996197,93.0,0.337563049448293,0.2906401955768683,,headline
official_full,leave_topic_out,technology_ai,adjusted_pog,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,technology_ai,high_loss_lift,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,technology_ai,adjusted_loss_corr,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,technology_ai,adjusted_pog,eligible_both,263,64,64,0,0.19635695187165775,0.0685669030458033,0.3438698849104859,-0.2869387755102041,0.596078431372549,0.171875,33.0,0.23259801256619048,0.2362039819210935,,limited
official_full,leave_topic_out,technology_ai,high_loss_lift,eligible_both,263,55,55,0,0.21032493962457624,0.02728388034717258,0.3683703937497742,-0.4514596754608913,0.7500582360307199,0.21818181818181817,25.0,0.19905842710597418,0.2106092949650262,,limited
official_full,leave_topic_out,technology_ai,adjusted_loss_corr,eligible_both,263,64,64,0,0.30786290322580645,0.13041298535224366,0.4182312252964427,-0.11831550802139038,0.7092245989304813,0.125,33.0,0.2517875922697294,0.25535875326761337,,limited
official_full,inclusive_global,climate_weather,adjusted_pog,near_bi_both,263,19,19,0,,,,,,,,,,reportable_focal_model_count_19_below_reporting_min_30,insufficient
official_full,inclusive_global,climate_weather,high_loss_lift,near_bi_both,263,19,19,0,,,,,,,,,,reportable_focal_model_count_19_below_reporting_min_30,insufficient
official_full,inclusive_global,climate_weather,adjusted_loss_corr,near_bi_both,263,19,19,0,,,,,,,,,,reportable_focal_model_count_19_below_reporting_min_30,insufficient
official_full,inclusive_global,climate_weather,adjusted_pog,eligible_both,263,263,201,62,0.5809020091165943,0.4134164901077258,0.7171755946688714,-0.4343265959657642,0.9104356490537299,0.030418250950570342,93.0,0.3699665920297756,0.38656213756268487,,headline
official_full,inclusive_global,climate_weather,high_loss_lift,eligible_both,263,263,201,62,0.6575654435615252,0.5250332018747754,0.7419951828789736,-0.07088925881271554,0.9230103460024152,0.0076045627376425855,93.0,0.417789269738555,0.4168426497415754,,headline
official_full,inclusive_global,climate_weather,adjusted_loss_corr,eligible_both,263,263,201,62,0.7115082260677082,0.5834192599245751,0.7977082152129151,-0.014696666766136492,0.9120669708792037,0.0038022813688212928,93.0,0.4658773161719452,0.4397770767051007,,headline
official_full,inclusive_global,entertainment_culture,adjusted_pog,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,inclusive_global,entertainment_culture,high_loss_lift,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,inclusive_global,entertainment_culture,adjusted_loss_corr,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,inclusive_global,entertainment_culture,adjusted_pog,eligible_both,263,4,4,0,,,,,,,,,,reportable_focal_model_count_4_below_reporting_min_30,insufficient
official_full,inclusive_global,entertainment_culture,high_loss_lift,eligible_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,inclusive_global,entertainment_culture,adjusted_loss_corr,eligible_both,263,4,4,0,,,,,,,,,,reportable_focal_model_count_4_below_reporting_min_30,insufficient
official_full,inclusive_global,finance_economics,adjusted_pog,near_bi_both,263,53,53,0,0.7043478260869566,0.6130434782608696,0.7783882783882785,0.26015037593984963,0.9026086956521739,0.0,23.0,0.423738365469775,0.4924278028051613,,limited
official_full,inclusive_global,finance_economics,high_loss_lift,near_bi_both,263,53,53,0,0.7536945812807883,0.6435272045028143,0.8591304347826086,0.3695652173913043,0.9528755706174793,0.0,23.0,0.4915224188809094,0.5009843406069822,,limited
official_full,inclusive_global,finance_economics,adjusted_loss_corr,near_bi_both,263,53,53,0,0.7458646616541353,0.5810276679841897,0.8210526315789474,0.12030075187969924,0.9426086956521739,0.0,23.0,0.5081526440017006,0.49342209153529903,,limited
official_full,inclusive_global,finance_economics,adjusted_pog,eligible_both,263,263,201,62,0.6795066945976903,0.5846125026667188,0.7862079756058409,-0.04010695187165776,0.9374024914192449,0.0076045627376425855,93.0,0.45057244869753116,0.4576470969722876,,headline
official_full,inclusive_global,finance_economics,high_loss_lift,eligible_both,263,263,201,62,0.7226771015702184,0.5818260824631747,0.8140533892849282,0.05244650346084456,0.9470741786815001,0.0,93.0,0.5048644593692618,0.44290642123439117,,headline
official_full,inclusive_global,finance_economics,adjusted_loss_corr,eligible_both,263,263,201,62,0.6992843602592174,0.5361867878289344,0.8476031412173602,0.15393452896063978,0.9466886041558891,0.0,93.0,0.4819006410543506,0.4606920518174205,,headline
official_full,inclusive_global,health_science,adjusted_pog,near_bi_both,263,46,46,0,0.05965411153117468,-0.14363159115464694,0.24077238904640633,-0.4496922287969482,0.6209808706857181,0.3695652173913043,28.0,0.1510041402646104,0.20206777833491885,,limited
official_full,inclusive_global,health_science,high_loss_lift,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,inclusive_global,health_science,adjusted_loss_corr,near_bi_both,263,46,46,0,0.26639908028190346,0.062359512561694475,0.47757534460362283,-0.26237464063593696,0.710844179630324,0.17391304347826086,28.0,0.24128315457412064,0.2310043927371293,,limited
official_full,inclusive_global,health_science,adjusted_pog,eligible_both,263,261,199,62,0.231788616242495,0.08937692025419552,0.3788299204362654,-0.48273346436897757,0.6400494242437885,0.17624521072796934,93.0,0.23641642404153324,0.22587693599911055,,headline
official_full,inclusive_global,health_science,high_loss_lift,eligible_both,263,157,157,0,0.16315760885885558,-0.06379714683210405,0.40108428858260414,-0.3082220570695923,0.8732947063380125,0.3057324840764331,48.0,0.26810949902015596,0.1585430590595432,,headline
official_full,inclusive_global,health_science,adjusted_loss_corr,eligible_both,263,263,201,62,0.31837546886555823,0.15822809438173516,0.46620021404958356,-0.7095334056803281,0.8430076562110893,0.14068441064638784,93.0,0.2740014620696537,0.23371239228493373,,headline
official_full,inclusive_global,politics_conflict,adjusted_pog,near_bi_both,263,82,82,0,0.5364332380239061,0.41182288299935355,0.6519877863344289,-0.23506493506493506,0.8564102564102564,0.06097560975609756,26.0,0.38441470170779996,0.35294432173915674,,limited
official_full,inclusive_global,politics_conflict,high_loss_lift,near_bi_both,263,82,82,0,0.531667460511637,0.34633923891702584,0.5984085633172391,-0.038407231127709204,0.886799611415702,0.024390243902439025,26.0,0.34897400763046765,0.3436616129765341,,limited
official_full,inclusive_global,politics_conflict,adjusted_loss_corr,near_bi_both,263,82,82,0,0.6189125032454286,0.4898751248751249,0.7172902097902097,-0.0533596837944664,0.9251231527093596,0.024390243902439025,26.0,0.4576778366280367,0.3821687399162292,,limited
official_full,inclusive_global,politics_conflict,adjusted_pog,eligible_both,263,263,201,62,0.48284145504461223,0.343898247849168,0.6307328294446268,-0.4247112888305333,0.8328576515393655,0.030418250950570342,93.0,0.35544742592712686,0.3140826312378297,,headline
official_full,inclusive_global,politics_conflict,high_loss_lift,eligible_both,263,263,201,62,0.5776308313914033,0.441957977124972,0.6837374775733778,0.01645772696810297,0.9153061224489796,0.0,93.0,0.3982295189680076,0.3701013818246789,,headline
official_full,inclusive_global,politics_conflict,adjusted_loss_corr,eligible_both,263,263,201,62,0.6226612157202113,0.49096677046404447,0.7237861554675298,-0.1979046422468239,0.9214986619090099,0.015209125475285171,93.0,0.43665195333063633,0.36586095957095244,,headline
official_full,inclusive_global,sports,adjusted_pog,near_bi_both,263,9,9,0,,,,,,,,,,reportable_focal_model_count_9_below_reporting_min_30,insufficient
official_full,inclusive_global,sports,high_loss_lift,near_bi_both,263,9,9,0,,,,,,,,,,reportable_focal_model_count_9_below_reporting_min_30,insufficient
official_full,inclusive_global,sports,adjusted_loss_corr,near_bi_both,263,9,9,0,,,,,,,,,,reportable_focal_model_count_9_below_reporting_min_30,insufficient
official_full,inclusive_global,sports,adjusted_pog,eligible_both,263,263,201,62,0.48051948051948057,0.30620704267224697,0.5785441012227652,-0.2817027632632869,0.7751140488029843,0.049429657794676805,93.0,0.3194747828536172,0.3050519088273881,,headline
official_full,inclusive_global,sports,high_loss_lift,eligible_both,263,263,201,62,0.5191942726581346,0.39590925826153545,0.6746468564769987,-0.16914367396624666,0.872641121124516,0.019011406844106463,93.0,0.36715617072702905,0.34377755341538313,,headline
official_full,inclusive_global,sports,adjusted_loss_corr,eligible_both,263,263,201,62,0.5952672256870878,0.39702634955686195,0.7136724386724388,-0.1798958308331133,0.8909429870289874,0.011406844106463879,93.0,0.4018626391225885,0.3793964187383086,,headline
official_full,inclusive_global,technology_ai,adjusted_pog,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,inclusive_global,technology_ai,high_loss_lift,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,inclusive_global,technology_ai,adjusted_loss_corr,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,inclusive_global,technology_ai,adjusted_pog,eligible_both,263,64,64,0,0.20837886746890075,0.08572134387351779,0.36483334440495563,-0.29745989304812837,0.6173669467787115,0.1875,33.0,0.24190849375167167,0.23760493655694262,,limited
official_full,inclusive_global,technology_ai,high_loss_lift,eligible_both,263,55,55,0,0.19525868320447767,0.032851929085996906,0.3831834345396895,-0.42661953611238806,0.7500582360307199,0.21818181818181817,25.0,0.1932339485542229,0.20920827174582116,,limited
official_full,inclusive_global,technology_ai,adjusted_loss_corr,eligible_both,263,64,64,0,0.33298771121351767,0.153720099497745,0.4407170822874604,-0.07419786096256685,0.7362967914438503,0.09375,33.0,0.26998837511834506,0.25926594887997206,,limited
seven_topic_union,leave_topic_out,climate_weather,adjusted_pog,near_bi_both,263,14,14,0,,,,,,,,,,reportable_focal_model_count_14_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,climate_weather,high_loss_lift,near_bi_both,263,14,14,0,,,,,,,,,,reportable_focal_model_count_14_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,climate_weather,adjusted_loss_corr,near_bi_both,263,14,14,0,,,,,,,,,,reportable_focal_model_count_14_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,climate_weather,adjusted_pog,eligible_both,263,263,201,62,0.32680313926770316,0.14635038999519134,0.47518688880720594,-0.5312474542008022,0.844263956880719,0.057034220532319393,93.0,0.26840254465991875,0.27523624935998803,,headline
seven_topic_union,leave_topic_out,climate_weather,high_loss_lift,eligible_both,263,263,201,62,0.4211377247558746,0.2110206746985637,0.5791639559834865,-0.5250945677249824,0.7683589828975886,0.06463878326996197,93.0,0.3098982770308634,0.2983036342732913,,headline
seven_topic_union,leave_topic_out,climate_weather,adjusted_loss_corr,eligible_both,263,263,201,62,0.43787114678762196,0.21811686164199345,0.5807227636806012,-0.5132046193787114,0.8531787211752664,0.09125475285171103,93.0,0.33327779511605526,0.2883297089758382,,headline
seven_topic_union,leave_topic_out,entertainment_culture,adjusted_pog,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,entertainment_culture,high_loss_lift,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,entertainment_culture,adjusted_loss_corr,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,entertainment_culture,adjusted_pog,eligible_both,263,4,4,0,,,,,,,,,,reportable_focal_model_count_4_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,entertainment_culture,high_loss_lift,eligible_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,entertainment_culture,adjusted_loss_corr,eligible_both,263,4,4,0,,,,,,,,,,reportable_focal_model_count_4_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,finance_economics,adjusted_pog,near_bi_both,263,20,20,0,,,,,,,,,,reportable_focal_model_count_20_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,finance_economics,high_loss_lift,near_bi_both,263,20,20,0,,,,,,,,,,reportable_focal_model_count_20_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,finance_economics,adjusted_loss_corr,near_bi_both,263,20,20,0,,,,,,,,,,reportable_focal_model_count_20_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,finance_economics,adjusted_pog,eligible_both,263,263,201,62,0.33967458204656,0.15910367628039712,0.4538477004589344,-0.286215978928885,0.7864344370086794,0.07604562737642585,93.0,0.2723473999690514,0.2707523146864729,,headline
seven_topic_union,leave_topic_out,finance_economics,high_loss_lift,eligible_both,263,263,201,62,0.37797713412053996,0.19501453764278714,0.5651132058964243,-0.308566909768176,0.8174963287234244,0.053231939163498096,93.0,0.31345075197131267,0.26932419621832904,,headline
seven_topic_union,leave_topic_out,finance_economics,adjusted_loss_corr,eligible_both,263,263,201,62,0.44645081185804786,0.270556015442023,0.6283299174621748,-0.22876848442340283,0.8830649774912511,0.060836501901140684,93.0,0.35587502343849164,0.31900837928772785,,headline
seven_topic_union,leave_topic_out,health_science,adjusted_pog,near_bi_both,263,49,49,0,0.09409333651342186,-0.0563733974142898,0.2252232682484821,-0.4465169878012185,0.5828862135852337,0.32653061224489793,28.0,0.1816858081368096,0.18755648693744986,,limited
seven_topic_union,leave_topic_out,health_science,high_loss_lift,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,health_science,adjusted_loss_corr,near_bi_both,263,49,49,0,0.11906087232853574,0.022027676676186162,0.3865402646729674,-0.30019240878192033,0.6362722256012887,0.20408163265306123,28.0,0.25181674201482124,0.23208754922818808,,limited
seven_topic_union,leave_topic_out,health_science,adjusted_pog,eligible_both,263,261,199,62,0.1909497884027351,0.04368397565864914,0.3157856411979635,-0.47302105886753404,0.5425759312643147,0.1839080459770115,93.0,0.22467417079930288,0.19787176265911502,,headline
seven_topic_union,leave_topic_out,health_science,high_loss_lift,eligible_both,263,157,157,0,0.13584983040865622,-0.027725199139468068,0.36763613242028215,-0.3187762421908337,0.8732947063380125,0.27388535031847133,48.0,0.26345249371165835,0.15089887942658922,,headline
seven_topic_union,leave_topic_out,health_science,adjusted_loss_corr,eligible_both,263,263,201,62,0.23934739953092674,0.0849388444801815,0.3997725533360168,-0.6699641507461065,0.8504063273262845,0.20912547528517111,93.0,0.24392062830273512,0.2103527481907671,,headline
seven_topic_union,leave_topic_out,politics_conflict,adjusted_pog,near_bi_both,263,55,55,0,0.362406015037594,0.22093864978180888,0.5529681046922426,-0.42782608695652175,0.7984615384615384,0.07272727272727272,25.0,0.3165317006226097,0.2859428450337541,,limited
seven_topic_union,leave_topic_out,politics_conflict,high_loss_lift,near_bi_both,263,55,55,0,0.31885026737967914,0.18057272752396764,0.4476513798946922,-0.3386060306475531,0.7682051282051282,0.14545454545454545,25.0,0.25272499664703435,0.26007516263735747,,limited
seven_topic_union,leave_topic_out,politics_conflict,adjusted_loss_corr,near_bi_both,263,55,55,0,0.5080213903743316,0.3498917307506915,0.6745044429254956,-0.18796992481203006,0.8523076923076923,0.01818181818181818,25.0,0.39023585399183486,0.3394860665181521,,limited
seven_topic_union,leave_topic_out,politics_conflict,adjusted_pog,eligible_both,263,263,201,62,0.3039428103284081,0.11603640333207282,0.4745683401491098,-0.28090478695423454,0.7381902432745527,0.11406844106463879,93.0,0.26687640161007314,0.24696039063062913,,headline
seven_topic_union,leave_topic_out,politics_conflict,high_loss_lift,eligible_both,263,263,201,62,0.3418952849103967,0.1542845228559081,0.5235051535048098,-0.3663943599333553,0.7654466468927813,0.11406844106463879,93.0,0.2957145948582097,0.26193480696137467,,headline
seven_topic_union,leave_topic_out,politics_conflict,adjusted_loss_corr,eligible_both,263,263,201,62,0.42132434126107843,0.21454813131159559,0.5820576481881796,-0.4179671517914547,0.9104863268633303,0.08745247148288973,93.0,0.3430004406369068,0.27321422624577346,,headline
seven_topic_union,leave_topic_out,sports,adjusted_pog,near_bi_both,263,8,8,0,,,,,,,,,,reportable_focal_model_count_8_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,sports,high_loss_lift,near_bi_both,263,8,8,0,,,,,,,,,,reportable_focal_model_count_8_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,sports,adjusted_loss_corr,near_bi_both,263,8,8,0,,,,,,,,,,reportable_focal_model_count_8_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,sports,adjusted_pog,eligible_both,263,263,201,62,0.3555030703826169,0.15328771614269043,0.46217896049860907,-0.4007994651265346,0.7564516129032258,0.13688212927756654,93.0,0.2671590874756182,0.2429193991105563,,headline
seven_topic_union,leave_topic_out,sports,high_loss_lift,eligible_both,263,263,201,62,0.3643288258323775,0.19580935938295269,0.5278229048487566,-0.42445037738234803,0.765870199312977,0.06844106463878327,93.0,0.30135201994736394,0.2655890416037097,,headline
seven_topic_union,leave_topic_out,sports,adjusted_loss_corr,eligible_both,263,263,201,62,0.41640058488257586,0.22503073970767778,0.5870207711515878,-0.3038907423853299,0.8290493174271307,0.06844106463878327,93.0,0.33289936632411515,0.28703286595093624,,headline
seven_topic_union,leave_topic_out,technology_ai,adjusted_pog,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,technology_ai,high_loss_lift,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,technology_ai,adjusted_loss_corr,near_bi_both,263,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
seven_topic_union,leave_topic_out,technology_ai,adjusted_pog,eligible_both,263,64,64,0,0.1709135103079108,0.057217798186468265,0.3299697979089634,-0.2873469387755102,0.5190476190476191,0.203125,33.0,0.21893248804358784,0.23195355986831342,,limited
seven_topic_union,leave_topic_out,technology_ai,high_loss_lift,eligible_both,263,55,55,0,0.19345073243406583,-0.018161960606195373,0.39106442925928864,-0.45579684264872516,0.691253047224573,0.2909090909090909,25.0,0.1874613851261571,0.20232250489958,,limited
seven_topic_union,leave_topic_out,technology_ai,adjusted_loss_corr,eligible_both,263,64,64,0,0.22506002400960384,0.07268463916868545,0.3814714183707319,-0.11956521739130435,0.580548128342246,0.109375,33.0,0.21723396484980537,0.23475379641759916,,limited
seven_topic_union,inclusive_global,climate_weather,adjusted_pog,near_bi_both,263,23,23,0,,,,,,,,,,reportable_focal_model_count_23_below_reporting_min_30,insufficient
seven_topic_union,inclusive_global,climate_weather,high_loss_lift,near_bi_both,263,23,23,0,,,,,,,,,,reportable_focal_model_count_23_below_reporting_min_30,insufficient
seven_topic_union,inclusive_global,climate_weather,adjusted_loss_corr,near_bi_both,263,23,23,0,,,,,,,,,,reportable_focal_model_count_23_below_reporting_min_30,insufficient
seven_topic_union,inclusive_global,climate_weather,adjusted_pog,eligible_both,263,263,201,62,0.5838850820856252,0.4090542534440684,0.7221191324988336,-0.4496723985196452,0.9235320683367298,0.022813688212927757,93.0,0.37906030908624916,0.39072373313841036,,headline
seven_topic_union,inclusive_global,climate_weather,high_loss_lift,eligible_both,263,263,201,62,0.664122194378705,0.5299830580634987,0.7478237778230381,-0.047264303472182384,0.9221442795271608,0.0076045627376425855,93.0,0.42242882507337376,0.4262733313946564,,headline
seven_topic_union,inclusive_global,climate_weather,adjusted_loss_corr,eligible_both,263,263,201,62,0.7273376765393863,0.5944202088376134,0.8078168362627197,0.021351198114052103,0.9182543845397712,0.0,93.0,0.48024702782185075,0.44924229889772044,,headline
