scope_dimension,scope_id,model_id,model_name,organization,n_targets,n_dates,date_min,date_max,n_dataset_targets,n_market_targets,adjusted_brier,brier_index,min_targets_required,eligible,reason
global_scope,official_full,m-94017b30895f,GPT-5.1-2025-11-13,OpenAI,2444,3,2025-11-23,2025-12-21,2163,281,0.1707007737889913,58.68404983677718,50,1,
global_scope,official_full,m-97effa48de43,Gemini-1.5-Flash,Google,1507,1,2024-07-21,2024-07-21,1384,123,0.2177201834261479,53.33950456476615,50,1,
global_scope,official_full,m-b490be7f673d,Gemini-1.5-Pro,Google,1507,1,2024-07-21,2024-07-21,1384,123,0.1985273879176655,55.44358767610822,50,1,
global_scope,official_full,m-9c3534697719,Gemini-2.0-Flash-Lite-001,Google,2773,2,2025-03-30,2025-04-13,2594,179,0.17646085788838245,57.99275563805899,50,1,
global_scope,official_full,m-df9bf331b6c6,Gemini-2.5-Flash,Google,5274,6,2025-08-31,2025-12-21,4711,563,0.15225636331655304,60.979958570427804,50,1,
global_scope,official_full,m-04529271c59f,Gemini-2.5-Flash-Preview-04-17,Google,1262,1,2025-04-27,2025-04-27,1174,88,0.1374598386263715,62.924423318527936,50,1,
global_scope,official_full,m-598c1f6ddf28,Gemini-2.5-Pro,Google,5274,6,2025-08-31,2025-12-21,4711,563,0.13797764089254136,62.85465831459598,50,1,
global_scope,official_full,m-29e11ffd28bd,Gemini-2.5-Pro-Exp-03-25,Google,2773,2,2025-03-30,2025-04-13,2594,179,0.23353794742353648,51.674235916693824,50,1,
global_scope,official_full,m-053c89805c23,Gemini-2.5-Pro-Preview-03-25,Google,1262,1,2025-04-27,2025-04-27,1174,88,0.1334317337512584,63.471691285900135,50,1,
global_scope,official_full,m-cada5739cf58,Gemini-3-Pro-Preview,Google,2444,3,2025-11-23,2025-12-21,2163,281,0.1309394339430663,63.8144457078427,50,1,
global_scope,official_full,m-b76a45f2b4b2,Grok-4-0709,xAI,4065,5,2025-10-26,2025-12-21,3584,481,0.14030299916970337,62.542958049292864,50,1,
global_scope,official_full,m-c4a1571ba4ba,Grok-4-1-Fast-Non-Reasoning,xAI,2444,3,2025-11-23,2025-12-21,2163,281,0.17466187420253065,58.20743197618376,50,1,
global_scope,official_full,m-dfe826c35622,Grok-4-1-Fast-Reasoning,xAI,2444,3,2025-11-23,2025-12-21,2163,281,0.13557289788746024,63.17977486659536,50,1,
global_scope,official_full,m-66e6293ebabd,Grok-4-Fast-Non-Reasoning,xAI,4065,5,2025-10-26,2025-12-21,3584,481,0.18296412252020533,57.225694334074184,50,1,
global_scope,official_full,m-b90f08c417b4,Grok-4-Fast-Reasoning,xAI,4065,5,2025-10-26,2025-12-21,3584,481,0.14135403671672586,62.402920762813785,50,1,
global_scope,official_full,m-5397516d6b66,Grok-beta,xAI,2773,2,2025-03-30,2025-04-13,2594,179,0.13126388818730128,63.76964143328122,50,1,
global_scope,official_full,m-671c77b45c99,Kimi-K2-Instruct,Moonshot,5275,5,2025-08-03,2025-11-09,4801,474,0.15526467471373484,60.596361244964335,50,1,
global_scope,official_full,m-428468ff2bf7,Kimi-K2-Instruct-0905,Moonshot,4065,5,2025-10-26,2025-12-21,3584,481,0.14577272558954918,61.81980544974277,50,1,
global_scope,official_full,m-2609f7b2c90d,Kimi-K2-Thinking,Moonshot,2444,3,2025-11-23,2025-12-21,2163,281,0.19426131364913996,55.92491478747432,50,1,
global_scope,official_full,m-aff0141c1db6,Llama-2-70b-Chat-Hf,Meta,1507,1,2024-07-21,2024-07-21,1384,123,0.2917694988849072,45.98430793881215,50,1,
global_scope,official_full,m-59b8d2646c71,Llama-3-70b-Chat-Hf,Meta,3968,3,2024-07-21,2025-06-22,3653,315,0.18839310920791355,56.59572495618508,50,1,
global_scope,official_full,m-c8e7cf815ccc,Llama-3-8b-Chat-Hf,Meta,2733,2,2024-07-21,2025-06-08,2517,216,0.17728628223673734,57.894622405595584,50,1,
global_scope,official_full,m-dd2b8d444fc9,Llama-3.2-3B-Instruct-Turbo,Meta,2464,2,2025-05-11,2025-05-25,2280,184,0.20903107016974704,54.280084189737735,50,1,
global_scope,official_full,m-66462d08dc57,Llama-3.3-70B-Instruct-Turbo,Meta,9565,7,2025-03-02,2025-05-25,8924,641,0.15348475000059023,60.822870191833836,50,1,
global_scope,official_full,m-a3bda6bae463,Llama-4-Maverick-17B-128E-Instruct-FP8,Meta,6198,5,2025-04-13,2025-08-03,5741,457,0.19970008744370327,55.312184273148546,50,1,
global_scope,official_full,m-bb19cddaf077,Llama-4-Scout-17B-16E-Instruct,Meta,6198,5,2025-04-13,2025-08-03,5741,457,0.16262492153137492,59.673219626236595,50,1,
global_scope,official_full,m-efc6d97b839b,Magistral-Medium-2506,Mistral,3654,3,2025-08-03,2025-08-31,3380,274,0.23604239830907492,51.41580521310711,50,1,
global_scope,official_full,m-3b9f2e7f3246,Meta-Llama-3.1-405B-Instruct-Turbo,Meta,2464,2,2025-05-11,2025-05-25,2280,184,0.14836378356836394,61.48198037692436,50,1,
global_scope,official_full,m-65987e132401,Mistral-Large-2407,Mistral,8960,7,2025-03-30,2025-06-22,8317,643,0.1726325612153803,58.450925255141925,50,1,
global_scope,official_full,m-e058ba8175c4,Mistral-Large-2411,Mistral,3654,3,2025-08-03,2025-08-31,3380,274,0.16753152311795444,59.06938516001079,50,1,
global_scope,official_full,m-212d976ab56f,Mistral-Large-Latest,Mistral AI,1507,1,2024-07-21,2024-07-21,1384,123,0.1967037798533774,55.648700148318376,50,1,
global_scope,official_full,m-480bfb73b3c9,Mixtral-8x22B-Instruct-V0.1,Mistral AI,1507,1,2024-07-21,2024-07-21,1384,123,0.20364818042436184,54.8726047256922,50,1,
global_scope,official_full,m-a1417ba24fa8,Mixtral-8x7B-Instruct-V0.1,Mistral AI,1507,1,2024-07-21,2024-07-21,1384,123,0.19560982879123778,55.77220005570729,50,1,
global_scope,official_full,m-f011d1a6002f,O3-2025-04-16,OpenAI,5327,6,2025-04-27,2025-12-21,4758,569,0.13268892819930206,63.5735085138162,50,1,
global_scope,official_full,m-373ceb1e93fd,O3-Mini-2025-01-31,OpenAI,5569,4,2025-03-02,2025-04-27,5210,359,0.14492951820685862,61.93039030842862,50,1,
global_scope,official_full,m-6a31eaeafa02,O4-Mini-2025-04-16,OpenAI,4909,4,2025-05-11,2025-08-17,4533,376,0.13034574762108767,63.89657251435985,50,1,
global_scope,official_full,m-f0311033bb98,QwQ-32B-Preview,Qwen,4035,3,2025-03-30,2025-04-27,3768,267,0.23068702908997762,51.97011044256112,50,1,
global_scope,official_full,m-3a8fc11881e0,Qwen1.5-110B-Chat,Qwen,1507,1,2024-07-21,2024-07-21,1384,123,0.1955303868103548,55.781181968492774,50,1,
global_scope,official_full,m-b6562900ea66,Qwen2.5-72B-Instruct-Turbo,Qwen,2464,2,2025-05-11,2025-05-25,2280,184,0.17035487869733734,58.725930816390616,50,1,
global_scope,official_full,m-1982b0897833,Qwen3-235B-A22B-Fp8-Tput,Qwen,12644,12,2025-05-11,2025-12-21,11513,1131,0.1911161864717973,56.283162686237546,50,1,
global_scope,official_full,m-9cbe524bc40b,Qwen3-235B-A22B-Thinking-2507,Qwen,4065,5,2025-10-26,2025-12-21,3584,481,0.16745687309127283,59.078505270301676,50,1,
global_scope,official_full,m-162eda995e0e,claude-3-5-haiku-20241022,Anthropic,1234,1,2025-08-03,2025-08-03,1140,94,0.18100995800671998,57.45473492775959,50,1,
global_scope,seven_topic_union,m-2673f7adab79,Claude-2.1,Anthropic,1471,1,2024-07-21,2024-07-21,1384,87,0.2150551501754629,53.625960907479396,50,1,
global_scope,seven_topic_union,m-1133a988055e,Claude-3-5-Sonnet-20240620,Anthropic,16734,13,2024-07-21,2025-08-31,15957,777,0.14773071754804762,61.56424613097232,50,1,
global_scope,seven_topic_union,m-05d476e35038,Claude-3-5-Sonnet-20241022,Anthropic,9316,7,2025-03-02,2025-05-25,8924,392,0.1392045357196217,62.689875942363614,50,1,
global_scope,seven_topic_union,m-4cc7ba3fbff8,Claude-3-7-Sonnet-20250219,Anthropic,13206,12,2025-03-02,2025-12-21,12508,698,0.14771362980705305,61.566469091813445,50,1,
global_scope,seven_topic_union,m-82ee262512a5,Claude-3-Haiku-20240307,Anthropic,6256,5,2024-07-21,2025-06-22,5933,323,0.21490697105522252,53.641940177006695,50,1,
global_scope,seven_topic_union,m-30b22f7eaedf,Claude-3-Opus-20240229,Anthropic,6256,5,2024-07-21,2025-06-22,5933,323,0.16823460838010457,58.98358762884002,50,1,
global_scope,seven_topic_union,m-c22226db460e,Claude-Haiku-4-5-20251001,Anthropic,3890,5,2025-10-26,2025-12-21,3584,306,0.12689764472454346,64.3773043237119,50,1,
global_scope,seven_topic_union,m-c4660ed0e412,Claude-Opus-4-1-20250805,Anthropic,6250,7,2025-08-17,2025-12-21,5824,426,0.14058364305679097,62.50551466458154,50,1,
global_scope,seven_topic_union,m-af5950a758ba,Claude-Opus-4-20250514,Anthropic,1200,1,2025-08-03,2025-08-03,1140,60,0.21687717928356365,53.42992599495211,50,1,
global_scope,seven_topic_union,m-b3cf2d9147b2,Claude-Opus-4-5-20251101,Anthropic,1565,2,2025-12-07,2025-12-21,1445,120,0.143981995147041,62.05504049981856,50,1,
global_scope,seven_topic_union,m-14c43b6fbaea,Claude-Sonnet-4-20250514,Anthropic,5885,6,2025-08-03,2025-11-23,5519,366,0.16717844174653704,59.11253960606785,50,1,
global_scope,seven_topic_union,m-067cec3d920e,Claude-Sonnet-4-5-20250929,Anthropic,3890,5,2025-10-26,2025-12-21,3584,306,0.11905837705625712,65.49516308453885,50,1,
global_scope,seven_topic_union,m-f7d79f342a93,DeepSeek-R1,DeepSeek,6918,5,2025-03-02,2025-04-27,6644,274,0.23655681820513613,51.36289295145772,50,1,
global_scope,seven_topic_union,m-4973eaa8e3ba,DeepSeek-V3,DeepSeek,6918,5,2025-03-02,2025-04-27,6644,274,0.14733538137190974,61.61570876362183,50,1,
global_scope,seven_topic_union,m-cd40178d5b8c,DeepSeek-V3.1,DeepSeek,3890,5,2025-10-26,2025-12-21,3584,306,0.1623615322520343,59.70588972913854,50,1,
global_scope,seven_topic_union,m-d2e90294cfd4,GLM-4.5-Air-FP8,Z.ai,2727,3,2025-08-31,2025-11-09,2548,179,0.14882907585392668,61.421628358116685,50,1,
global_scope,seven_topic_union,m-e9cb69d903bb,GLM-4.6,Z.ai,2344,3,2025-11-23,2025-12-21,2163,181,0.21296171130815597,53.85222526403294,50,1,
global_scope,seven_topic_union,m-7020a0f966a0,GPT-3.5-Turbo-0125,OpenAI,1471,1,2024-07-21,2024-07-21,1384,87,0.34616274269423314,41.16440340285201,50,1,
global_scope,seven_topic_union,m-a208d7a5691d,GPT-4-0613,OpenAI,1471,1,2024-07-21,2024-07-21,1384,87,0.19084653446886538,56.31401432165397,50,1,
global_scope,seven_topic_union,m-6c9f0d592b9e,GPT-4-Turbo-2024-04-09,OpenAI,6256,5,2024-07-21,2025-06-22,5933,323,0.1614210594102739,59.82276024783759,50,1,
global_scope,seven_topic_union,m-05bcc48ff6e5,GPT-4.1-2025-04-14,OpenAI,11074,11,2025-04-27,2025-12-21,10418,656,0.1326752448435644,63.57538677713044,50,1,
global_scope,seven_topic_union,m-141905ecaf50,GPT-4.5-Preview-2025-02-27,OpenAI,2989,2,2025-03-02,2025-03-16,2876,113,0.12363082730872389,64.83882435004143,50,1,
global_scope,seven_topic_union,m-9b816f4a6295,GPT-4o,OpenAI,1471,1,2024-07-21,2024-07-21,1384,87,0.17847323825931116,57.7539068955115,50,1,
global_scope,seven_topic_union,m-79448501633c,GPT-4o-2024-05-13,OpenAI,8714,7,2025-03-30,2025-06-22,8317,397,0.16405166869688276,59.49670770210368,50,1,
global_scope,seven_topic_union,m-1327a2256ab1,GPT-4o-2024-11-20,OpenAI,1494,1,2025-03-16,2025-03-16,1434,60,0.15656022413839912,60.432308111490876,50,1,
global_scope,seven_topic_union,m-ae18b690c932,GPT-5-2025-08-07,OpenAI,2727,3,2025-08-31,2025-11-09,2548,179,0.12423928641708706,64.75240626410263,50,1,
global_scope,seven_topic_union,m-f24e45c2ffe1,GPT-5-Mini-2025-08-07,OpenAI,5071,6,2025-08-31,2025-12-21,4711,360,0.12569879299919892,64.54597441767734,50,1,
global_scope,seven_topic_union,m-578dfe52357a,GPT-5-Nano-2025-08-07,OpenAI,5071,6,2025-08-31,2025-12-21,4711,360,0.14497660382460398,61.92420666294608,50,1,
global_scope,seven_topic_union,m-94017b30895f,GPT-5.1-2025-11-13,OpenAI,2344,3,2025-11-23,2025-12-21,2163,181,0.16743275721894446,59.08145197847992,50,1,
global_scope,seven_topic_union,m-97effa48de43,Gemini-1.5-Flash,Google,1471,1,2024-07-21,2024-07-21,1384,87,0.2134677580171347,53.79742885756955,50,1,
global_scope,seven_topic_union,m-b490be7f673d,Gemini-1.5-Pro,Google,1471,1,2024-07-21,2024-07-21,1384,87,0.18847951815765707,56.58577212967424,50,1,
global_scope,seven_topic_union,m-9c3534697719,Gemini-2.0-Flash-Lite-001,Google,2703,2,2025-03-30,2025-04-13,2594,109,0.16522025622042366,59.35270535196424,50,1,
global_scope,seven_topic_union,m-df9bf331b6c6,Gemini-2.5-Flash,Google,5071,6,2025-08-31,2025-12-21,4711,360,0.14323311185894252,62.153849355721455,50,1,
global_scope,seven_topic_union,m-04529271c59f,Gemini-2.5-Flash-Preview-04-17,Google,1226,1,2025-04-27,2025-04-27,1174,52,0.13943881148332082,62.658493404346835,50,1,
global_scope,seven_topic_union,m-598c1f6ddf28,Gemini-2.5-Pro,Google,5071,6,2025-08-31,2025-12-21,4711,360,0.13422870093045264,63.36276471532648,50,1,
global_scope,seven_topic_union,m-29e11ffd28bd,Gemini-2.5-Pro-Exp-03-25,Google,2703,2,2025-03-30,2025-04-13,2594,109,0.23586303203511236,51.4342680447301,50,1,
global_scope,seven_topic_union,m-053c89805c23,Gemini-2.5-Pro-Preview-03-25,Google,1226,1,2025-04-27,2025-04-27,1174,52,0.13275239647708884,63.56479772567623,50,1,
global_scope,seven_topic_union,m-cada5739cf58,Gemini-3-Pro-Preview,Google,2344,3,2025-11-23,2025-12-21,2163,181,0.1261271331473849,64.48561796294565,50,1,
global_scope,seven_topic_union,m-b76a45f2b4b2,Grok-4-0709,xAI,3890,5,2025-10-26,2025-12-21,3584,306,0.1292172466372307,64.0531994974197,50,1,
global_scope,seven_topic_union,m-c4a1571ba4ba,Grok-4-1-Fast-Non-Reasoning,xAI,2344,3,2025-11-23,2025-12-21,2163,181,0.18139276845806732,57.40977008067845,50,1,
global_scope,seven_topic_union,m-dfe826c35622,Grok-4-1-Fast-Reasoning,xAI,2344,3,2025-11-23,2025-12-21,2163,181,0.13122785347869606,63.774614773794866,50,1,
global_scope,seven_topic_union,m-66e6293ebabd,Grok-4-Fast-Non-Reasoning,xAI,3890,5,2025-10-26,2025-12-21,3584,306,0.18102664558698495,57.45277381697076,50,1,
global_scope,seven_topic_union,m-b90f08c417b4,Grok-4-Fast-Reasoning,xAI,3890,5,2025-10-26,2025-12-21,3584,306,0.1348289188714623,63.28094243155711,50,1,
global_scope,seven_topic_union,m-5397516d6b66,Grok-beta,xAI,2703,2,2025-03-30,2025-04-13,2594,109,0.12576173111469893,64.53709951023478,50,1,
global_scope,seven_topic_union,m-671c77b45c99,Kimi-K2-Instruct,Moonshot,5106,5,2025-08-03,2025-11-09,4801,305,0.14194799775916087,62.32401324992789,50,1,
global_scope,seven_topic_union,m-428468ff2bf7,Kimi-K2-Instruct-0905,Moonshot,3890,5,2025-10-26,2025-12-21,3584,306,0.13639588372522132,63.06818665090741,50,1,
global_scope,seven_topic_union,m-2609f7b2c90d,Kimi-K2-Thinking,Moonshot,2344,3,2025-11-23,2025-12-21,2163,181,0.19575471652759002,55.75582337441569,50,1,
global_scope,seven_topic_union,m-aff0141c1db6,Llama-2-70b-Chat-Hf,Meta,1471,1,2024-07-21,2024-07-21,1384,87,0.2943784574276198,45.74334534569794,50,1,
global_scope,seven_topic_union,m-59b8d2646c71,Llama-3-70b-Chat-Hf,Meta,3858,3,2024-07-21,2025-06-22,3653,205,0.18642141818003574,56.8234533363267,50,1,
global_scope,seven_topic_union,m-c8e7cf815ccc,Llama-3-8b-Chat-Hf,Meta,2662,2,2024-07-21,2025-06-08,2517,145,0.17619066677476342,58.02492801974446,50,1,
global_scope,seven_topic_union,m-dd2b8d444fc9,Llama-3.2-3B-Instruct-Turbo,Meta,2398,2,2025-05-11,2025-05-25,2280,118,0.20671876688919955,54.53366444398674,50,1,
global_scope,seven_topic_union,m-66462d08dc57,Llama-3.3-70B-Instruct-Turbo,Meta,9316,7,2025-03-02,2025-05-25,8924,392,0.1505866019814378,61.194510442279196,50,1,
global_scope,seven_topic_union,m-a3bda6bae463,Llama-4-Maverick-17B-128E-Instruct-FP8,Meta,6028,5,2025-04-13,2025-08-03,5741,287,0.19571490690105103,55.760322458108824,50,1,
global_scope,seven_topic_union,m-bb19cddaf077,Llama-4-Scout-17B-16E-Instruct,Meta,6028,5,2025-04-13,2025-08-03,5741,287,0.15912635172485212,60.10935551725791,50,1,
global_scope,seven_topic_union,m-efc6d97b839b,Magistral-Medium-2506,Mistral,3560,3,2025-08-03,2025-08-31,3380,180,0.23454499045762014,51.57015481569034,50,1,
global_scope,seven_topic_union,m-3b9f2e7f3246,Meta-Llama-3.1-405B-Instruct-Turbo,Meta,2398,2,2025-05-11,2025-05-25,2280,118,0.146737458810753,61.69367430687811,50,1,
global_scope,seven_topic_union,m-65987e132401,Mistral-Large-2407,Mistral,8714,7,2025-03-30,2025-06-22,8317,397,0.17050746785711146,58.70745008393021,50,1,
global_scope,seven_topic_union,m-e058ba8175c4,Mistral-Large-2411,Mistral,3560,3,2025-08-03,2025-08-31,3380,180,0.16241262868904632,59.69954979295562,50,1,
global_scope,seven_topic_union,m-212d976ab56f,Mistral-Large-Latest,Mistral AI,1471,1,2024-07-21,2024-07-21,1384,87,0.19348603330615288,56.01295266715975,50,1,
global_scope,seven_topic_union,m-480bfb73b3c9,Mixtral-8x22B-Instruct-V0.1,Mistral AI,1471,1,2024-07-21,2024-07-21,1384,87,0.19922805106244712,55.3650304063678,50,1,
global_scope,seven_topic_union,m-a1417ba24fa8,Mixtral-8x7B-Instruct-V0.1,Mistral AI,1471,1,2024-07-21,2024-07-21,1384,87,0.19317231787619715,56.04862711175029,50,1,
global_scope,seven_topic_union,m-f011d1a6002f,O3-2025-04-16,OpenAI,5116,6,2025-04-27,2025-12-21,4758,358,0.12776881194654072,64.25523647489877,50,1,
global_scope,seven_topic_union,m-373ceb1e93fd,O3-Mini-2025-01-31,OpenAI,5424,4,2025-03-02,2025-04-27,5210,214,0.1419393159319508,62.32516543739697,50,1,
global_scope,seven_topic_union,m-6a31eaeafa02,O4-Mini-2025-04-16,OpenAI,4777,4,2025-05-11,2025-08-17,4533,244,0.12136918825797592,65.16191907438414,50,1,
global_scope,seven_topic_union,m-f0311033bb98,QwQ-32B-Preview,Qwen,3929,3,2025-03-30,2025-04-27,3768,161,0.23618915097268184,51.40070463754831,50,1,
global_scope,seven_topic_union,m-3a8fc11881e0,Qwen1.5-110B-Chat,Qwen,1471,1,2024-07-21,2024-07-21,1384,87,0.19569696897072766,55.762349862280466,50,1,
global_scope,seven_topic_union,m-b6562900ea66,Qwen2.5-72B-Instruct-Turbo,Qwen,2398,2,2025-05-11,2025-05-25,2280,118,0.1663264626680795,59.21685854815995,50,1,
global_scope,seven_topic_union,m-1982b0897833,Qwen3-235B-A22B-Fp8-Tput,Qwen,12235,12,2025-05-11,2025-12-21,11513,722,0.18553195739026102,56.92657926397522,50,1,
global_scope,seven_topic_union,m-9cbe524bc40b,Qwen3-235B-A22B-Thinking-2507,Qwen,3890,5,2025-10-26,2025-12-21,3584,306,0.1565706014305781,60.43099679918913,50,1,
global_scope,seven_topic_union,m-162eda995e0e,claude-3-5-haiku-20241022,Anthropic,1200,1,2025-08-03,2025-08-03,1140,60,0.17434804858180858,58.24499448188174,50,1,
topic,climate_weather,m-2673f7adab79,Claude-2.1,Anthropic,223,1,2024-07-21,2024-07-21,217,6,0.14767050061658446,61.572080382021134,50,1,
topic,climate_weather,m-1133a988055e,Claude-3-5-Sonnet-20240620,Anthropic,2669,13,2024-07-21,2025-08-31,2656,13,0.13555527732654643,63.182167727234884,50,1,
topic,climate_weather,m-05d476e35038,Claude-3-5-Sonnet-20241022,Anthropic,1476,7,2025-03-02,2025-05-25,1471,5,0.13642274692048167,63.0645499661258,50,1,
topic,climate_weather,m-4cc7ba3fbff8,Claude-3-7-Sonnet-20250219,Anthropic,2163,12,2025-03-02,2025-12-21,2151,12,0.11388066488177861,66.2537906007536,50,1,
topic,climate_weather,m-82ee262512a5,Claude-3-Haiku-20240307,Anthropic,1001,5,2024-07-21,2025-06-22,993,8,0.2101380586794982,54.15918208850346,50,1,
topic,climate_weather,m-30b22f7eaedf,Claude-3-Opus-20240229,Anthropic,1001,5,2024-07-21,2025-06-22,993,8,0.13181514830688995,63.69364404034881,50,1,
topic,climate_weather,m-c22226db460e,Claude-Haiku-4-5-20251001,Anthropic,687,5,2025-10-26,2025-12-21,680,7,0.14007645097279614,62.5732113356227,50,1,
topic,climate_weather,m-c4660ed0e412,Claude-Opus-4-1-20250805,Anthropic,1066,7,2025-08-17,2025-12-21,1059,7,0.1213997093976516,65.15753892193442,50,1,
topic,climate_weather,m-af5950a758ba,Claude-Opus-4-20250514,Anthropic,199,1,2025-08-03,2025-08-03,198,1,0.24577582853545987,50.42421674492073,50,1,
topic,climate_weather,m-b3cf2d9147b2,Claude-Opus-4-5-20251101,Anthropic,281,2,2025-12-07,2025-12-21,280,1,0.11404003337373364,66.23018605711107,50,1,
topic,climate_weather,m-14c43b6fbaea,Claude-Sonnet-4-20250514,Anthropic,984,6,2025-08-03,2025-11-23,977,7,0.15698309208624805,60.378908131369215,50,1,
topic,climate_weather,m-067cec3d920e,Claude-Sonnet-4-5-20250929,Anthropic,687,5,2025-10-26,2025-12-21,680,7,0.11327235433414073,66.34404148829798,50,1,
topic,climate_weather,m-f7d79f342a93,DeepSeek-R1,DeepSeek,1090,5,2025-03-02,2025-04-27,1086,4,0.2556255865478825,49.4405709537892,50,1,
topic,climate_weather,m-4973eaa8e3ba,DeepSeek-V3,DeepSeek,1090,5,2025-03-02,2025-04-27,1086,4,0.1786075395865559,57.7380147666303,50,1,
topic,climate_weather,m-cd40178d5b8c,DeepSeek-V3.1,DeepSeek,687,5,2025-10-26,2025-12-21,680,7,0.12813042156103144,64.20469003332539,50,1,
topic,climate_weather,m-d2e90294cfd4,GLM-4.5-Air-FP8,Z.ai,451,3,2025-08-31,2025-11-09,445,6,0.13569868244790786,63.162697920734225,50,1,
